영업소코드,영업소명,연도,차종,교통량
11,인천,2020,1종,47560802
11,인천,2020,2종,1240087
11,인천,2020,3종,737615
11,인천,2020,4종,772580
11,인천,2020,5종,1653419
11,인천,2020,6종,3743872
12,서영암(개),2020,1종,754397
12,서영암(개),2020,2종,11062
12,서영암(개),2020,3종,15219
12,서영암(개),2020,4종,14070
12,서영암(개),2020,5종,22499
12,서영암(개),2020,6종,31564
13,순천만,2020,1종,1990546
13,순천만,2020,2종,53665
13,순천만,2020,3종,51878
13,순천만,2020,4종,41520
13,순천만,2020,5종,143323
13,순천만,2020,6종,82843
25,동부산,2020,1종,5306782
25,동부산,2020,2종,32314
25,동부산,2020,3종,24481
25,동부산,2020,4종,66662
25,동부산,2020,5종,49301
25,동부산,2020,6종,159127
29,가락(개),2020,1종,10045826
29,가락(개),2020,2종,230667
29,가락(개),2020,3종,220954
29,가락(개),2020,4종,242426
29,가락(개),2020,5종,1413609
29,가락(개),2020,6종,736186
53,남인천,2020,1종,24881118
53,남인천,2020,2종,554197
53,남인천,2020,3종,571036
53,남인천,2020,4종,330331
53,남인천,2020,5종,621193
53,남인천,2020,6종,1818551
56,일로,2020,1종,454660
56,일로,2020,2종,10749
56,일로,2020,3종,7283
56,일로,2020,4종,10301
56,일로,2020,5종,52659
56,일로,2020,6종,23865
61,성남,2020,1종,57728191
61,성남,2020,2종,1763992
61,성남,2020,3종,1646775
61,성남,2020,4종,1515974
61,성남,2020,5종,1299281
61,성남,2020,6종,3485909
62,구리남양주,2020,1종,59733278
62,구리남양주,2020,2종,1960227
62,구리남양주,2020,3종,1710119
62,구리남양주,2020,4종,1715620
62,구리남양주,2020,5종,1389823
62,구리남양주,2020,6종,3896370
63,토평,2020,1종,7690160
63,토평,2020,2종,245835
63,토평,2020,3종,170418
63,토평,2020,4종,182930
63,토평,2020,5종,245262
63,토평,2020,6종,510633
64,청계,2020,1종,51864868
64,청계,2020,2종,1305479
64,청계,2020,3종,1295829
64,청계,2020,4종,732084
64,청계,2020,5종,971656
64,청계,2020,6종,3317882
65,판교,2020,1종,28343120
65,판교,2020,2종,340583
65,판교,2020,3종,1323789
65,판교,2020,4종,149547
65,판교,2020,5종,154441
65,판교,2020,6종,1377779
66,하남,2020,1종,11404879
66,하남,2020,2종,279078
66,하남,2020,3종,140029
66,하남,2020,4종,132166
66,하남,2020,5종,341211
66,하남,2020,6종,730417
67,시흥,2020,1종,48139497
67,시흥,2020,2종,1302716
67,시흥,2020,3종,1186172
67,시흥,2020,4종,1168363
67,시흥,2020,5종,1123795
67,시흥,2020,6종,3057119
68,김포,2020,1종,57831928
68,김포,2020,2종,1713491
68,김포,2020,3종,1263325
68,김포,2020,4종,1088668
68,김포,2020,5종,1685168
68,김포,2020,6종,4129484
69,대왕판교,2020,1종,2376856
69,대왕판교,2020,2종,26080
69,대왕판교,2020,3종,3045
69,대왕판교,2020,4종,363
69,대왕판교,2020,5종,299
69,대왕판교,2020,6종,98434
74,덕소삼패,2020,1종,4832862
74,덕소삼패,2020,2종,97921
74,덕소삼패,2020,3종,60710
74,덕소삼패,2020,4종,94012
74,덕소삼패,2020,5종,198184
74,덕소삼패,2020,6종,353474
91,대동(개),2020,1종,1269972
91,대동(개),2020,2종,72479
91,대동(개),2020,3종,50247
91,대동(개),2020,4종,233451
91,대동(개),2020,5종,203237
91,대동(개),2020,6종,71704
92,내서,2020,1종,2555277
92,내서,2020,2종,79318
92,내서,2020,3종,101284
92,내서,2020,4종,54755
92,내서,2020,5종,108454
92,내서,2020,6종,198861
101,서울,2020,1종,61387906
101,서울,2020,2종,1797789
101,서울,2020,3종,5332409
101,서울,2020,4종,1581771
101,서울,2020,5종,823018
101,서울,2020,6종,2701547
102,동수원,2020,1종,26787506
102,동수원,2020,2종,397690
102,동수원,2020,3종,714681
102,동수원,2020,4종,152471
102,동수원,2020,5종,287260
102,동수원,2020,6종,1496934
103,수원신갈,2020,1종,28743932
103,수원신갈,2020,2종,1061062
103,수원신갈,2020,3종,1659173
103,수원신갈,2020,4종,764792
103,수원신갈,2020,5종,417226
103,수원신갈,2020,6종,1473865
104,지곡,2020,1종,501322
104,지곡,2020,2종,15191
104,지곡,2020,3종,25367
104,지곡,2020,4종,32663
104,지곡,2020,5종,38435
104,지곡,2020,6종,15492
105,기흥,2020,1종,9739128
105,기흥,2020,2종,193462
105,기흥,2020,3종,297211
105,기흥,2020,4종,130687
105,기흥,2020,5종,91336
105,기흥,2020,6종,537270
106,오산,2020,1종,14895237
106,오산,2020,2종,950677
106,오산,2020,3종,1162072
106,오산,2020,4종,926234
106,오산,2020,5종,461009
106,오산,2020,6종,882805
107,안성,2020,1종,11747598
107,안성,2020,2종,334683
107,안성,2020,3종,488948
107,안성,2020,4종,227974
107,안성,2020,5종,138240
107,안성,2020,6종,745402
108,천안,2020,1종,18202041
108,천안,2020,2종,435826
108,천안,2020,3종,898237
108,천안,2020,4종,421056
108,천안,2020,5종,417450
108,천안,2020,6종,882195
109,계룡,2020,1종,1478093
109,계룡,2020,2종,106759
109,계룡,2020,3종,103918
109,계룡,2020,4종,98240
109,계룡,2020,5종,100029
109,계룡,2020,6종,76547
110,독립기념관,2020,1종,3680207
110,독립기념관,2020,2종,170970
110,독립기념관,2020,3종,250708
110,독립기념관,2020,4종,344725
110,독립기념관,2020,5종,240729
110,독립기념관,2020,6종,153950
111,청주,2020,1종,6102681
111,청주,2020,2종,170992
111,청주,2020,3종,459037
111,청주,2020,4종,249532
111,청주,2020,5종,273534
111,청주,2020,6종,269518
112,남청주,2020,1종,5990166
112,남청주,2020,2종,406502
112,남청주,2020,3종,358063
112,남청주,2020,4종,528853
112,남청주,2020,5종,589607
112,남청주,2020,6종,239005
113,신탄진,2020,1종,8651789
113,신탄진,2020,2종,360157
113,신탄진,2020,3종,347582
113,신탄진,2020,4종,634134
113,신탄진,2020,5종,750312
113,신탄진,2020,6종,429079
114,남대전,2020,1종,4645689
114,남대전,2020,2종,154644
114,남대전,2020,3종,229833
114,남대전,2020,4종,313316
114,남대전,2020,5종,123370
114,남대전,2020,6종,228631
115,대전,2020,1종,14964893
115,대전,2020,2종,360273
115,대전,2020,3종,613355
115,대전,2020,4종,181007
115,대전,2020,5종,172700
115,대전,2020,6종,794597
