시군구코드,연도,총인구,근거
51830,2025,27292,직접
52111,2003,342672,직접
52111,2004,345623,직접
52111,2005,348968,직접
52111,2006,351051,직접
52111,2007,348930,직접
52111,2008,352259,직접
52111,2009,352737,직접
52111,2010,357919,직접
52111,2011,362636,직접
52111,2012,363986,직접
52111,2013,363694,직접
52111,2014,364872,직접
52111,2015,365605,직접
52111,2016,361845,직접
52111,2017,359012,직접
52111,2018,345065,직접
52111,2019,338839,직접
52111,2020,339718,직접
52111,2021,335804,직접
52111,2022,332573,직접
52111,2023,327178,직접
52111,2024,321910,직접
52111,2025,316419,직접
52113,2003,276147,직접
52113,2004,276849,직접
52113,2005,272781,직접
52113,2006,273798,직접
52113,2007,274996,직접
52113,2008,279273,직접
52113,2009,282270,직접
52113,2010,283606,직접
52113,2011,283258,직접
52113,2012,284877,직접
52113,2013,286388,직접
52113,2014,288005,직접
52113,2015,286677,직접
52113,2016,289899,직접
52113,2017,289952,직접
52113,2018,306026,직접
52113,2019,315555,직접
52113,2020,317714,직접
52113,2021,321465,직접
52113,2022,318922,직접
52113,2023,315549,직접
52113,2024,313741,직접
52113,2025,309018,직접
52130,2003,268639,직접
52130,2004,265168,직접
52130,2005,263120,직접
52130,2006,260989,직접
52130,2007,260562,직접
52130,2008,263845,직접
52130,2009,266922,직접
52130,2010,272601,직접
52130,2011,275659,직접
52130,2012,278341,직접
52130,2013,278319,직접
52130,2014,278098,직접
52130,2015,278398,직접
52130,2016,277551,직접
52130,2017,274997,직접
52130,2018,272645,직접
52130,2019,270131,직접
52130,2020,267859,직접
52130,2021,265304,직접
52130,2022,262467,직접
52130,2023,259980,직접
52130,2024,258047,직접
52130,2025,256291,직접
52140,2003,325238,직접
52140,2004,322378,직접
52140,2005,318506,직접
52140,2006,315094,직접
52140,2007,313590,직접
52140,2008,309269,직접
52140,2009,306669,직접
52140,2010,307289,직접
52140,2011,309804,직접
52140,2012,306469,직접
52140,2013,306539,직접
52140,2014,304117,직접
52140,2015,302061,직접
52140,2016,300479,직접
52140,2017,300187,직접
52140,2018,294062,직접
52140,2019,287771,직접
52140,2020,282276,직접
52140,2021,278113,직접
52140,2022,273697,직접
52140,2023,270036,직접
52140,2024,268001,직접
52140,2025,267066,직접
52180,2003,155319,직접
52180,2004,132285,직접
52180,2005,129050,직접
52180,2006,126249,직접
52180,2007,124239,직접
52180,2008,122842,직접
52180,2009,121545,직접
52180,2010,122000,직접
52180,2011,120466,직접
52180,2012,119392,직접
52180,2013,118328,직접
52180,2014,117183,직접
52180,2015,115977,직접
52180,2016,115173,직접
52180,2017,113776,직접
52180,2018,112169,직접
52180,2019,110541,직접
52180,2020,108508,직접
52180,2021,106487,직접
52180,2022,105081,직접
52180,2023,103620,직접
52180,2024,102127,직접
52180,2025,101123,직접
52190,2003,101950,직접
52190,2004,96243,직접
52190,2005,93670,직접
52190,2006,91265,직접
52190,2007,89247,직접
52190,2008,88356,직접
52190,2009,87675,직접
52190,2010,87775,직접
52190,2011,87455,직접
52190,2012,87000,직접
52190,2013,86460,직접
52190,2014,85643,직접
52190,2015,84856,직접
52190,2016,84188,직접
52190,2017,83281,직접
52190,2018,82554,직접
52190,2019,81441,직접
52190,2020,80662,직접
52190,2021,79431,직접
52190,2022,77948,직접
52190,2023,76781,직접
52190,2024,75647,직접
52190,2025,74272,직접
52210,2003,110710,직접
52210,2004,105195,직접
52210,2005,102720,직접
52210,2006,100238,직접
52210,2007,97615,직접
52210,2008,95807,직접
52210,2009,94770,직접
52210,2010,94346,직접
52210,2011,93111,직접
52210,2012,92317,직접
52210,2013,91218,직접
52210,2014,90108,직접
52210,2015,88721,직접
52210,2016,87782,직접
52210,2017,86926,직접
52210,2018,85331,직접
52210,2019,83895,직접
52210,2020,82450,직접
52210,2021,80913,직접
52210,2022,81455,직접
52210,2023,81430,직접
52210,2024,80635,직접
52210,2025,81676,직접
52710,2003,83649,직접
52710,2004,82482,직접
52710,2005,83651,직접
52710,2006,83199,직접
52710,2007,82972,직접
52710,2008,83757,직접
52710,2009,83885,직접
52710,2010,85119,직접
52710,2011,84660,직접
52710,2012,86164,직접
52710,2013,86978,직접
52710,2014,90377,직접
52710,2015,95303,직접
52710,2016,95480,직접
52710,2017,95975,직접
52710,2018,94444,직접
52710,2019,92220,직접
52710,2020,91609,직접
52710,2021,91142,직접
52710,2022,92422,직접
52710,2023,97827,직접
52710,2024,99279,직접
52710,2025,100444,직접
52720,2003,30475,직접
52720,2004,30757,직접
52720,2005,29021,직접
52720,2006,27122,직접
52720,2007,30250,직접
52720,2008,27230,직접
52720,2009,27558,직접
52720,2010,27543,직접
52720,2011,28473,직접
52720,2012,26963,직접
52720,2013,26703,직접
52720,2014,26474,직접
52720,2015,26203,직접
52720,2016,26069,직접
52720,2017,26271,직접
52720,2018,25963,직접
52720,2019,25697,직접
52720,2020,25394,직접
52720,2021,24987,직접
52720,2022,24550,직접
52720,2023,24465,직접
52720,2024,24161,직접
52720,2025,24249,직접
52730,2003,26716,직접
52730,2004,26183,직접
52730,2005,25876,직접
52730,2006,25417,직접
52730,2007,26361,직접
52730,2008,26017,직접
52730,2009,25811,직접
52730,2010,25578,직접
52730,2011,25863,직접
52730,2012,25321,직접
52730,2013,25398,직접
52730,2014,25390,직접
52730,2015,25220,직접
52730,2016,24949,직접
52730,2017,24809,직접
52730,2018,24589,직접
52730,2019,24303,직접
52730,2020,24036,직접
52730,2021,23748,직접
52730,2022,23489,직접
52730,2023,23251,직접
52730,2024,23032,직접
52730,2025,22787,직접
52740,2003,29445,직접
52740,2004,26788,직접
52740,2005,24755,직접
52740,2006,24209,직접
52740,2007,26687,직접
52740,2008,23864,직접
52740,2009,23478,직접
52740,2010,23386,직접
52740,2011,23215,직접
52740,2012,23191,직접
52740,2013,23243,직접
52740,2014,23335,직접
52740,2015,23277,직접
52740,2016,23628,직접
52740,2017,23003,직접
52740,2018,23221,직접
52740,2019,22441,직접
52740,2020,22085,직접
52740,2021,21695,직접
52740,2022,21336,직접
52740,2023,20983,직접
52740,2024,20663,직접
52740,2025,20922,직접
52750,2003,34283,직접
52750,2004,33008,직접
52750,2005,32511,직접
52750,2006,31976,직접
52750,2007,31952,직접
52750,2008,31133,직접
52750,2009,30703,직접
52750,2010,30593,직접
52750,2011,30789,직접
52750,2012,29956,직접
52750,2013,29739,직접
52750,2014,29966,직접
52750,2015,30271,직접
52750,2016,30197,직접
52750,2017,30162,직접
52750,2018,30072,직접
52750,2019,28902,직접
52750,2020,27314,직접
52750,2021,26730,직접
52750,2022,26508,직접
52750,2023,25956,직접
52750,2024,25577,직접
52750,2025,25259,직접
52770,2003,31482,직접
52770,2004,31814,직접
52770,2005,32012,직접
52770,2006,32485,직접
52770,2007,32035,직접
52770,2008,30920,직접
52770,2009,30179,직접
52770,2010,30209,직접
52770,2011,29497,직접
52770,2012,30055,직접
52770,2013,30272,직접
52770,2014,30368,직접
52770,2015,30248,직접
52770,2016,29949,직접
52770,2017,29698,직접
52770,2018,29209,직접
52770,2019,28382,직접
52770,2020,27810,직접
52770,2021,26855,직접
52770,2022,26727,직접
52770,2023,26764,직접
52770,2024,26822,직접
52770,2025,27714,직접
52790,2003,69639,직접
52790,2004,65203,직접
52790,2005,63676,직접
52790,2006,62030,직접
52790,2007,60962,직접
52790,2008,60328,직접
52790,2009,60102,직접
52790,2010,60861,직접
52790,2011,60065,직접
52790,2012,60440,직접
52790,2013,60522,직접
52790,2014,60090,직접
52790,2015,60046,직접
52790,2016,60597,직접
52790,2017,60472,직접
52790,2018,57041,직접
52790,2019,55504,직접
52790,2020,54529,직접
52790,2021,53386,직접
52790,2022,52338,직접
52790,2023,51750,직접
52790,2024,50982,직접
52790,2025,50396,직접
52800,2003,68066,직접
52800,2004,66766,직접
52800,2005,65018,직접
52800,2006,63243,직접
52800,2007,61879,직접
52800,2008,60872,직접
52800,2009,60204,직접
52800,2010,60138,직접
52800,2011,59080,직접
52800,2012,58869,직접
52800,2013,59164,직접
52800,2014,57534,직접
52800,2015,56848,직접
52800,2016,57005,직접
52800,2017,56086,직접
52800,2018,54441,직접
52800,2019,53295,직접
52800,2020,52140,직접
52800,2021,50795,직접
52800,2022,50094,직접
52800,2023,49187,직접
52800,2024,48066,직접
52800,2025,47220,직접
