시군구코드,연도,총인구,근거
47750,2021,24539,직접
47750,2022,24295,직접
47750,2023,24019,직접
47750,2024,23716,직접
47750,2025,23363,직접
47760,2003,20772,직접
47760,2004,20205,직접
47760,2005,20025,직접
47760,2006,19615,직접
47760,2007,19119,직접
47760,2008,18766,직접
47760,2009,18553,직접
47760,2010,18451,직접
47760,2011,18241,직접
47760,2012,18208,직접
47760,2013,18297,직접
47760,2014,18197,직접
47760,2015,17898,직접
47760,2016,17713,직접
47760,2017,17479,직접
47760,2018,17356,직접
47760,2019,16993,직접
47760,2020,16692,직접
47760,2021,16320,직접
47760,2022,16022,직접
47760,2023,15661,직접
47760,2024,15328,직접
47760,2025,15941,직접
47770,2003,46965,직접
47770,2004,45826,직접
47770,2005,45003,직접
47770,2006,46460,직접
47770,2007,43470,직접
47770,2008,42707,직접
47770,2009,41710,직접
47770,2010,41377,직접
47770,2011,40794,직접
47770,2012,40257,직접
47770,2013,40142,직접
47770,2014,39586,직접
47770,2015,39191,직접
47770,2016,39052,직접
47770,2017,38529,직접
47770,2018,38108,직접
47770,2019,37361,직접
47770,2020,36313,직접
47770,2021,35314,직접
47770,2022,34650,직접
47770,2023,34055,직접
47770,2024,33210,직접
47770,2025,32698,직접
47820,2003,50141,직접
47820,2004,47678,직접
47820,2005,46748,직접
47820,2006,46144,직접
47820,2007,45515,직접
47820,2008,44711,직접
47820,2009,44279,직접
47820,2010,44391,직접
47820,2011,44298,직접
47820,2012,43968,직접
47820,2013,43788,직접
47820,2014,43993,직접
47820,2015,43724,직접
47820,2016,43564,직접
47820,2017,43346,직접
47820,2018,43057,직접
47820,2019,42910,직접
47820,2020,42263,직접
47820,2021,41891,직접
47820,2022,41614,직접
47820,2023,41316,직접
47820,2024,40582,직접
47820,2025,40117,직접
47830,2003,34942,직접
47830,2004,34522,직접
47830,2005,34271,직접
47830,2006,34777,직접
47830,2007,34907,직접
47830,2008,34770,직접
47830,2009,34535,직접
47830,2010,34678,직접
47830,2011,35455,직접
47830,2012,35343,직접
47830,2013,35198,직접
47830,2014,35033,직접
47830,2015,34594,직접
47830,2016,34257,직접
47830,2017,33768,직접
47830,2018,32969,직접
47830,2019,32373,직접
47830,2020,31361,직접
47830,2021,30626,직접
47830,2022,30353,직접
47830,2023,30139,직접
47830,2024,30062,직접
47830,2025,29667,직접
47840,2003,48655,직접
47840,2004,47731,직접
47840,2005,46960,직접
47840,2006,46358,직접
47840,2007,45680,직접
47840,2008,45024,직접
47840,2009,45616,직접
47840,2010,45289,직접
47840,2011,45640,직접
47840,2012,45127,직접
47840,2013,45067,직접
47840,2014,44981,직접
47840,2015,45029,직접
47840,2016,45205,직접
47840,2017,45138,직접
47840,2018,44672,직접
47840,2019,44015,직접
47840,2020,43414,직접
47840,2021,42842,직접
47840,2022,42566,직접
47840,2023,42086,직접
47840,2024,41452,직접
47840,2025,40720,직접
47850,2003,105843,직접
47850,2004,106475,직접
47850,2005,107750,직접
47850,2006,111390,직접
47850,2007,113851,직접
47850,2008,116472,직접
47850,2009,117288,직접
47850,2010,119087,직접
47850,2011,118838,직접
47850,2012,119786,직접
47850,2013,121182,직접
47850,2014,122058,직접
47850,2015,122829,직접
47850,2016,123199,직접
47850,2017,120864,직접
47850,2018,118828,직접
47850,2019,117047,직접
47850,2020,114758,직접
47850,2021,113822,직접
47850,2022,112487,직접
47850,2023,110581,직접
47850,2024,107383,직접
47850,2025,104842,직접
47900,2003,53649,직접
47900,2004,52132,직접
47900,2005,50951,직접
47900,2006,50218,직접
47900,2007,48866,직접
47900,2008,47993,직접
47900,2009,47306,직접
47900,2010,47049,직접
47900,2011,46579,직접
47900,2012,46027,직접
47900,2013,45573,직접
47900,2014,45104,직접
47900,2015,44674,직접
47900,2016,46166,직접
47900,2017,49253,직접
47900,2018,53274,직접
47900,2019,55100,직접
47900,2020,55613,직접
47900,2021,55739,직접
47900,2022,55755,직접
47900,2023,55325,직접
47900,2024,54609,직접
47900,2025,53887,직접
47920,2003,39439,직접
47920,2004,37526,직접
47920,2005,36599,직접
47920,2006,35608,직접
47920,2007,35046,직접
47920,2008,34628,직접
47920,2009,34297,직접
47920,2010,34567,직접
47920,2011,34192,직접
47920,2012,33934,직접
47920,2013,33894,직접
47920,2014,34023,직접
47920,2015,33808,직접
47920,2016,33539,직접
47920,2017,33259,직접
47920,2018,32843,직접
47920,2019,32150,직접
47920,2020,31494,직접
47920,2021,30762,직접
47920,2022,30139,직접
47920,2023,29603,직접
47920,2024,28836,직접
47920,2025,28315,직접
47930,2003,61031,직접
47930,2004,58590,직접
47930,2005,56707,직접
47930,2006,55076,직접
47930,2007,53955,직접
47930,2008,53042,직접
47930,2009,52529,직접
47930,2010,52430,직접
47930,2011,52045,직접
47930,2012,51844,직접
47930,2013,51953,직접
47930,2014,52104,직접
47930,2015,51885,직접
47930,2016,51738,직접
47930,2017,50974,직접
47930,2018,50036,직접
47930,2019,49314,직접
47930,2020,48716,직접
47930,2021,47858,직접
47930,2022,47030,직접
47930,2023,46669,직접
47930,2024,46124,직접
47930,2025,45896,직접
47940,2003,9245,직접
47940,2004,9191,직접
47940,2005,9538,직접
47940,2006,10235,직접
47940,2007,10125,직접
47940,2008,10168,직접
47940,2009,10325,직접
47940,2010,10701,직접
47940,2011,10742,직접
47940,2012,10673,직접
47940,2013,10524,직접
47940,2014,10264,직접
47940,2015,10153,직접
47940,2016,10001,직접
47940,2017,9975,직접
47940,2018,9832,직접
47940,2019,9617,직접
47940,2020,9077,직접
47940,2021,8867,직접
47940,2022,8996,직접
47940,2023,9077,직접
47940,2024,9099,직접
47940,2025,8696,직접
48121,2010,251647,직접
48121,2011,254419,직접
48121,2012,255394,직접
48121,2013,255816,직접
48121,2014,258250,직접
48121,2015,256471,직접
48121,2016,252435,직접
48121,2017,253349,직접
48121,2018,252896,직접
48121,2019,258582,직접
48121,2020,262408,직접
48121,2021,218027,직접
48121,2022,215823,직접
48121,2023,213342,직접
48121,2024,209695,직접
48121,2025,207141,직접
48123,2010,251073,직접
48123,2011,247720,직접
48123,2012,246801,직접
48123,2013,242870,직접
48123,2014,238414,직접
48123,2015,234399,직접
48123,2016,231571,직접
48123,2017,227942,직접
48123,2018,227337,직접
48123,2019,220945,직접
48123,2020,214570,직접
48123,2021,251562,직접
48123,2022,248512,직접
48123,2023,245259,직접
48123,2024,244489,직접
48123,2025,246904,직접
48125,2010,186420,직접
48125,2011,186399,직접
48125,2012,185505,직접
48125,2013,183365,직접
48125,2014,182223,직접
48125,2015,181670,직접
48125,2016,181797,직접
48125,2017,181917,직접
48125,2018,180535,직접
48125,2019,177784,직접
48125,2020,175716,직접
48125,2021,181322,직접
48125,2022,179496,직접
48125,2023,179394,직접
48125,2024,178211,직접
48125,2025,175800,직접
48127,2010,225182,직접
48127,2011,223235,직접
48127,2012,221388,직접
48127,2013,219558,직접
48127,2014,214291,직접
48127,2015,211791,직접
48127,2016,210791,직접
48127,2017,203926,직접
48127,2018,199457,직접
48127,2019,193807,직접
48127,2020,191289,직접
48127,2021,186881,직접
48127,2022,183662,직접
48127,2023,179818,직접
48127,2024,178724,직접
48127,2025,176275,직접
48129,2010,175859,직접
48129,2011,180108,직접
48129,2012,182383,직접
48129,2013,182122,직접
48129,2014,181990,직접
48129,2015,185733,직접
48129,2016,187313,직접
48129,2017,189898,직접
48129,2018,193376,직접
48129,2019,193622,직접
48129,2020,192755,직접
48129,2021,194949,직접
48129,2022,193994,직접
48129,2023,191225,직접
48129,2024,188739,직접
48129,2025,184778,직접
48170,2003,337319,직접
48170,2004,337425,직접
48170,2005,336234,직접
48170,2006,333554,직접
48170,2007,330756,직접
48170,2008,331222,직접
48170,2009,331720,직접
48170,2010,335037,직접
48170,2011,335502,직접
48170,2012,337314,직접
48170,2013,337071,직접
48170,2014,340241,직접
48170,2015,344426,직접
48170,2016,346739,직접
48170,2017,346681,직접
48170,2018,345987,직접
48170,2019,347334,직접
48170,2020,348096,직접
48170,2021,347097,직접
48170,2022,343782,직접
48170,2023,341074,직접
48170,2024,338785,직접
48170,2025,335939,직접
48220,2003,133420,직접
48220,2004,132959,직접
48220,2005,132795,직접
48220,2006,133127,직접
48220,2007,134431,직접
48220,2008,136275,직접
48220,2009,137415,직접
48220,2010,140297,직접
48220,2011,140195,직접
48220,2012,139347,직접
48220,2013,139719,직접
48220,2014,139439,직접
48220,2015,139168,직접
48220,2016,138160,직접
48220,2017,135833,직접
48220,2018,133720,직접
48220,2019,131404,직접
48220,2020,128293,직접
48220,2021,125383,직접
48220,2022,122681,직접
48220,2023,120551,직접
48220,2024,118481,직접
48220,2025,116667,직접
48240,2003,114556,직접
48240,2004,112670,직접
48240,2005,111293,직접
48240,2006,112300,직접
48240,2007,112499,직접
48240,2008,112828,직접
48240,2009,112724,직접
48240,2010,114148,직접
48240,2011,114133,직접
48240,2012,115321,직접
48240,2013,116851,직접
48240,2014,116485,직접
48240,2015,115452,직접
48240,2016,114912,직접
48240,2017,114252,직접
48240,2018,113888,직접
48240,2019,111925,직접
48240,2020,111105,직접
48240,2021,109953,직접
48240,2022,109369,직접
48240,2023,109030,직접
48240,2024,108504,직접
48240,2025,107935,직접
48250,2003,407368,직접
48250,2004,427432,직접
48250,2005,443017,직접
48250,2006,453728,직접
48250,2007,464964,직접
48250,2008,477572,직접
48250,2009,492413,직접
48250,2010,503348,직접
48250,2011,507062,직접
48250,2012,513260,직접
48250,2013,522049,직접
48250,2014,527240,직접
48250,2015,528865,직접
48250,2016,529422,직접
48250,2017,532132,직접
48250,2018,533672,직접
48250,2019,542455,직접
48250,2020,542338,직접
48250,2021,537673,직접
48250,2022,535129,직접
48250,2023,533659,직접
48250,2024,531676,직접
48250,2025,533035,직접
48270,2003,117732,직접
48270,2004,115459,직접
48270,2005,113636,직접
48270,2006,112025,직접
48270,2007,111473,직접
48270,2008,110858,직접
48270,2009,110170,직접
48270,2010,110479,직접
48270,2011,109329,직접
48270,2012,108755,직접
48270,2013,108342,직접
48270,2014,107765,직접
48270,2015,107896,직접
48270,2016,108354,직접
48270,2017,107898,직접
48270,2018,106744,직접
48270,2019,105552,직접
48270,2020,104831,직접
48270,2021,103525,직접
48270,2022,102945,직접
48270,2023,102084,직접
48270,2024,100691,직접
48270,2025,99252,직접
48310,2003,186208,직접
48310,2004,190141,직접
48310,2005,195609,직접
48310,2006,201412,직접
48310,2007,208208,직접
48310,2008,217211,직접
48310,2009,225522,직접
48310,2010,228355,직접
48310,2011,232787,직접
48310,2012,236944,직접
48310,2013,242077,직접
48310,2014,248287,직접
48310,2015,255828,직접
48310,2016,257183,직접
48310,2017,254073,직접
48310,2018,250516,직접
48310,2019,248276,직접
48310,2020,245754,직접
48310,2021,241216,직접
48310,2022,236662,직접
48310,2023,234038,직접
48310,2024,232972,직접
48310,2025,231178,직접
48330,2003,210424,직접
48330,2004,213695,직접
48330,2005,222299,직접
48330,2006,226425,직접
48330,2007,231956,직접
48330,2008,243012,직접
48330,2009,250387,직접
48330,2010,260239,직접
48330,2011,266403,직접
48330,2012,270460,직접
48330,2013,279565,직접
48330,2014,292376,직접
48330,2015,301291,직접
48330,2016,317037,직접
48330,2017,338535,직접
48330,2018,348639,직접
48330,2019,350759,직접
48330,2020,352229,직접
48330,2021,354726,직접
48330,2022,353792,직접
48330,2023,355122,직접
48330,2024,359531,직접
48330,2025,361155,직접
48720,2003,32766,직접
48720,2004,32371,직접
48720,2005,31099,직접
48720,2006,31625,직접
48720,2007,31418,직접
48720,2008,30734,직접
48720,2009,30496,직접
48720,2010,30162,직접
48720,2011,30045,직접
48720,2012,30329,직접
48720,2013,29417,직접
48720,2014,29209,직접
48720,2015,28544,직접
48720,2016,28111,직접
48720,2017,27849,직접
48720,2018,27667,직접
48720,2019,27168,직접
48720,2020,26800,직접
48720,2021,26322,직접
48720,2022,26061,직접
48720,2023,25475,직접
48720,2024,25150,직접
48720,2025,24636,직접
48730,2003,63435,직접
48730,2004,62081,직접
48730,2005,61376,직접
48730,2006,63460,직접
48730,2007,64865,직접
48730,2008,66050,직접
48730,2009,66582,직접
48730,2010,67207,직접
48730,2011,66971,직접
48730,2012,67425,직접
48730,2013,67667,직접
48730,2014,68741,직접
48730,2015,69156,직접
48730,2016,68937,직접
48730,2017,68207,직접
48730,2018,67025,직접
48730,2019,65700,직접
48730,2020,64182,직접
48730,2021,62547,직접
48730,2022,61456,직접
48730,2023,60203,직접
48730,2024,58842,직접
48730,2025,57558,직접
48740,2003,67313,직접
48740,2004,66074,직접
48740,2005,64672,직접
48740,2006,63476,직접
48740,2007,62255,직접
48740,2008,61603,직접
48740,2009,61252,직접
48740,2010,61714,직접
48740,2011,62490,직접
48740,2012,62966,직접
48740,2013,63447,직접
48740,2014,63502,직접
48740,2015,63817,직접
48740,2016,63982,직접
48740,2017,64101,직접
48740,2018,63396,직접
48740,2019,62331,직접
48740,2020,61301,직접
48740,2021,60129,직접
48740,2022,58372,직접
48740,2023,57083,직접
48740,2024,56085,직접
48740,2025,54900,직접
48820,2003,58642,직접
48820,2004,57400,직접
48820,2005,56189,직접
48820,2006,55309,직접
48820,2007,55393,직접
48820,2008,55950,직접
48820,2009,57100,직접
48820,2010,57231,직접
48820,2011,57264,직접
48820,2012,56906,직접
48820,2013,56369,직접
48820,2014,55916,직접
48820,2015,55284,직접
48820,2016,54703,직접
48820,2017,54060,직접
48820,2018,53243,직접
48820,2019,52276,직접
48820,2020,51361,직접
48820,2021,50478,직접
48820,2022,50448,직접
48820,2023,49468,직접
48820,2024,48005,직접
48820,2025,47099,직접
48840,2003,54392,직접
48840,2004,53129,직접
48840,2005,51825,직접
48840,2006,50792,직접
48840,2007,55026,직접
48840,2008,50698,직접
48840,2009,50244,직접
48840,2010,49328,직접
48840,2011,50242,직접
48840,2012,48223,직접
48840,2013,47244,직접
48840,2014,46638,직접
48840,2015,45865,직접
48840,2016,45129,직접
48840,2017,44642,직접
48840,2018,43990,직접
48840,2019,43622,직접
48840,2020,42958,직접
48840,2021,42266,직접
48840,2022,41579,직접
48840,2023,40780,직접
48840,2024,39832,직접
48840,2025,40770,직접
48850,2003,58010,직접
48850,2004,54881,직접
48850,2005,53131,직접
48850,2006,52898,직접
48850,2007,55526,직접
48850,2008,53515,직접
48850,2009,52010,직접
48850,2010,51509,직접
48850,2011,53975,직접
48850,2012,50806,직접
48850,2013,50177,직접
48850,2014,49223,직접
48850,2015,50259,직접
48850,2016,49622,직접
48850,2017,48831,직접
48850,2018,47533,직접
48850,2019,46574,직접
48850,2020,44785,직접
48850,2021,43449,직접
48850,2022,42465,직접
48850,2023,41606,직접
48850,2024,40765,직접
48850,2025,39974,직접
48860,2003,37783,직접
48860,2004,36849,직접
48860,2005,36294,직접
48860,2006,35704,직접
48860,2007,35274,직접
48860,2008,35043,직접
48860,2009,34921,직접
48860,2010,35591,직접
48860,2011,35651,직접
48860,2012,35691,직접
48860,2013,35935,직접
48860,2014,35849,직접
48860,2015,36071,직접
48860,2016,36098,직접
48860,2017,36340,직접
48860,2018,35952,직접
48860,2019,35417,직접
48860,2020,34857,직접
48860,2021,34360,직접
48860,2022,34028,직접
48860,2023,33752,직접
48860,2024,33259,직접
48860,2025,32745,직접
48870,2003,42760,직접
48870,2004,41922,직접
48870,2005,41535,직접
48870,2006,41162,직접
48870,2007,40637,직접
48870,2008,40447,직접
48870,2009,40626,직접
48870,2010,41197,직접
48870,2011,41081,직접
48870,2012,40714,직접
48870,2013,40692,직접
48870,2014,40584,직접
48870,2015,40339,직접
48870,2016,40241,직접
48870,2017,40175,직접
48870,2018,40044,직접
48870,2019,39637,직접
48870,2020,39080,직접
48870,2021,38310,직접
48870,2022,37708,직접
48870,2023,36945,직접
48870,2024,36131,직접
48870,2025,35472,직접
48880,2003,66370,직접
48880,2004,65615,직접
48880,2005,64735,직접
48880,2006,63917,직접
48880,2007,63979,직접
48880,2008,63268,직접
48880,2009,63180,직접
48880,2010,63421,직접
48880,2011,63146,직접
48880,2012,63103,직접
48880,2013,63177,직접
48880,2014,63137,직접
48880,2015,63232,직접
48880,2016,63308,직접
48880,2017,62763,직접
48880,2018,62455,직접
48880,2019,62179,직접
48880,2020,61502,직접
48880,2021,61073,직접
48880,2022,60387,직접
48880,2023,60047,직접
48880,2024,59588,직접
48880,2025,58980,직접
48890,2003,60160,직접
48890,2004,57909,직접
48890,2005,58162,직접
48890,2006,55104,직접
48890,2007,55450,직접
48890,2008,55677,직접
48890,2009,52973,직접
48890,2010,51092,직접
48890,2011,50608,직접
48890,2012,50279,직접
48890,2013,50290,직접
48890,2014,50457,직접
48890,2015,49145,직접
48890,2016,48026,직접
48890,2017,47000,직접
48890,2018,45916,직접
48890,2019,45204,직접
48890,2020,44006,직접
48890,2021,42935,직접
48890,2022,42142,직접
48890,2023,41203,직접
48890,2024,40225,직접
48890,2025,39190,직접
50110,2003,292124,직접
50110,2004,296068,직접
50110,2005,303499,직접
50110,2006,403601,직접
50110,2007,405458,직접
50110,2008,407498,직접
50110,2009,410378,직접
50110,2010,417539,직접
50110,2011,422790,직접
50110,2012,429656,직접
50110,2013,438165,직접
50110,2014,448834,직접
50110,2015,459876,직접
50110,2016,470665,직접
50110,2017,478700,직접
50110,2018,485946,직접
50110,2019,489405,직접
50110,2020,492466,직접
50110,2021,493096,직접
50110,2022,493389,직접
50110,2023,491654,직접
50110,2024,488348,직접
50110,2025,485182,직접
50130,2003,83275,직접
50130,2004,83770,직접
50130,2005,83027,직접
50130,2006,154895,직접
50130,2007,153800,직접
50130,2008,153120,직접
50130,2009,152285,직접
50130,2010,153716,직접
50130,2011,153366,직접
50130,2012,154057,직접
50130,2013,155641,직접
50130,2014,158512,직접
50130,2015,164519,직접
50130,2016,170932,직접
50130,2017,178383,직접
50130,2018,181245,직접
50130,2019,181584,직접
50130,2020,182169,직접
50130,2021,183663,직접
50130,2022,184770,직접
50130,2023,183598,직접
50130,2024,182020,직접
50130,2025,179610,직접
51110,2003,253363,직접
51110,2004,254323,직접
51110,2005,254999,직접
51110,2006,256239,직접
51110,2007,258141,직접
51110,2008,261975,직접
51110,2009,264849,직접
51110,2010,269950,직접
51110,2011,272805,직접
51110,2012,273364,직접
51110,2013,274455,직접
51110,2014,275791,직접
51110,2015,277997,직접
51110,2016,280707,직접
51110,2017,280514,직접
51110,2018,280640,직접
51110,2019,281291,직접
51110,2020,282765,직접
51110,2021,284594,직접
51110,2022,286664,직접
51110,2023,286426,직접
51110,2024,286069,직접
51110,2025,285234,직접
51130,2003,280738,직접
51130,2004,284628,직접
51130,2005,288454,직접
51130,2006,294155,직접
51130,2007,298762,직접
51130,2008,303975,직접
51130,2009,307882,직접
51130,2010,314678,직접
51130,2011,320536,직접
51130,2012,323885,직접
51130,2013,324837,직접
51130,2014,327292,직접
51130,2015,332995,직접
51130,2016,337979,직접
51130,2017,341337,직접
51130,2018,344070,직접
51130,2019,349215,직접
51130,2020,354376,직접
51130,2021,357757,직접
51130,2022,360807,직접
51130,2023,361503,직접
51130,2024,362164,직접
51130,2025,363194,직접
51150,2003,229073,직접
51150,2004,227259,직접
51150,2005,224391,직접
51150,2006,222016,직접
51150,2007,220484,직접
51150,2008,218399,직접
51150,2009,217464,직접
51150,2010,218503,직접
51150,2011,217571,직접
51150,2012,217741,직접
51150,2013,216806,직접
51150,2014,215807,직접
51150,2015,214560,직접
51150,2016,213846,직접
51150,2017,213952,직접
51150,2018,212957,직접
51150,2019,213442,직접
51150,2020,213321,직접
51150,2021,212965,직접
51150,2022,211381,직접
51150,2023,209439,직접
51150,2024,207731,직접
51150,2025,206237,직접
51170,2003,101764,직접
51170,2004,100727,직접
51170,2005,99230,직접
51170,2006,97497,직접
51170,2007,96652,직접
51170,2008,95652,직접
51170,2009,95271,직접
51170,2010,95236,직접
51170,2011,95804,직접
51170,2012,93897,직접
51170,2013,95143,직접
51170,2014,94562,직접
51170,2015,93895,직접
51170,2016,93297,직접
51170,2017,92851,직접
51170,2018,91272,직접
51170,2019,90522,직접
51170,2020,90593,직접
51170,2021,90081,직접
51170,2022,89426,직접
51170,2023,88625,직접
51170,2024,87675,직접
51170,2025,86333,직접
51190,2003,53948,직접
51190,2004,53264,직접
51190,2005,52463,직접
51190,2006,51593,직접
51190,2007,51490,직접
51190,2008,51028,직접
51190,2009,50424,직접
51190,2010,50864,직접
51190,2011,50176,직접
51190,2012,49493,직접
51190,2013,48794,직접
51190,2014,48258,직접
51190,2015,47501,직접
51190,2016,47070,직접
51190,2017,45888,직접
51190,2018,44858,직접
51190,2019,43866,직접
51190,2020,42719,직접
51190,2021,40844,직접
51190,2022,39428,직접
51190,2023,38702,직접
51190,2024,37936,직접
51190,2025,37088,직접
51210,2003,89047,직접
51210,2004,87933,직접
51210,2005,87124,직접
51210,2006,86073,직접
51210,2007,85370,직접
51210,2008,84599,직접
51210,2009,83822,직접
51210,2010,84302,직접
51210,2011,83745,직접
51210,2012,83579,직접
51210,2013,83109,직접
51210,2014,82432,직접
51210,2015,81992,직접
51210,2016,81793,직접
51210,2017,82273,직접
51210,2018,81682,직접
51210,2019,81786,직접
51210,2020,82665,직접
51210,2021,82791,직접
51210,2022,82806,직접
51210,2023,82054,직접
51210,2024,80933,직접
51210,2025,79636,직접
51230,2003,75759,직접
51230,2004,74301,직접
51230,2005,73134,직접
51230,2006,71750,직접
51230,2007,70791,직접
51230,2008,70954,직접
51230,2009,71935,직접
51230,2010,72046,직접
51230,2011,72312,직접
51230,2012,72463,직접
51230,2013,73023,직접
51230,2014,72314,직접
51230,2015,70839,직접
51230,2016,69599,직접
51230,2017,68514,직접
51230,2018,68326,직접
51230,2019,67228,직접
51230,2020,65243,직접
51230,2021,63429,직접
51230,2022,63455,직접
51230,2023,62651,직접
51230,2024,61735,직접
51230,2025,60518,직접
51720,2003,71351,직접
51720,2004,71907,직접
51720,2005,70811,직접
51720,2006,70037,직접
51720,2007,70142,직접
51720,2008,70360,직접
51720,2009,69606,직접
51720,2010,69893,직접
51720,2011,69899,직접
51720,2012,69727,직접
51720,2013,70638,직접
51720,2014,70451,직접
51720,2015,70336,직접
51720,2016,70076,직접
51720,2017,70340,직접
51720,2018,69949,직접
51720,2019,69150,직접
51720,2020,69242,직접
51720,2021,68365,직접
51720,2022,67977,직접
51720,2023,67309,직접
51720,2024,66717,직접
51720,2025,66109,직접
51730,2003,44306,직접
51730,2004,44297,직접
51730,2005,43678,직접
51730,2006,42982,직접
51730,2007,43176,직접
51730,2008,43413,직접
51730,2009,44121,직접
51730,2010,44254,직접
51730,2011,44360,직접
51730,2012,44615,직접
51730,2013,44937,직접
51730,2014,45373,직접
51730,2015,45777,직접
51730,2016,45991,직접
51730,2017,46281,직접
51730,2018,46726,직접
51730,2019,46575,직접
51730,2020,46472,직접
51730,2021,46481,직접
51730,2022,46532,직접
51730,2023,46359,직접
51730,2024,46111,직접
51730,2025,45627,직접
51750,2003,44027,직접
51750,2004,42406,직접
51750,2005,41538,직접
51750,2006,40511,직접
51750,2007,40290,직접
51750,2008,40201,직접
51750,2009,40265,직접
51750,2010,40407,직접
51750,2011,40199,직접
51750,2012,40155,직접
51750,2013,40150,직접
51750,2014,40191,직접
51750,2015,40216,직접
51750,2016,40073,직접
51750,2017,40067,직접
51750,2018,39730,직접
51750,2019,39127,직접
51750,2020,38662,직접
51750,2021,37904,직접
51750,2022,37728,직접
51750,2023,37332,직접
51750,2024,36721,직접
51750,2025,36054,직접
51760,2003,46375,직접
51760,2004,45311,직접
51760,2005,45033,직접
51760,2006,44332,직접
51760,2007,44003,직접
51760,2008,43706,직접
51760,2009,43634,직접
51760,2010,43622,직접
51760,2011,43577,직접
51760,2012,43627,직접
51760,2013,43666,직접
51760,2014,43660,직접
51760,2015,43500,직접
51760,2016,43318,직접
51760,2017,43092,직접
51760,2018,42610,직접
51760,2019,42106,직접
51760,2020,41681,직접
51760,2021,40996,직접
51760,2022,40990,직접
51760,2023,40659,직접
51760,2024,40396,직접
51760,2025,39831,직접
51770,2003,46225,직접
51770,2004,45419,직접
51770,2005,44203,직접
51770,2006,43186,직접
51770,2007,41806,직접
51770,2008,41269,직접
51770,2009,40708,직접
51770,2010,41045,직접
51770,2011,40181,직접
51770,2012,39915,직접
51770,2013,39985,직접
51770,2014,39425,직접
51770,2015,39197,직접
51770,2016,38718,직접
51770,2017,38173,직접
51770,2018,37700,직접
51770,2019,37271,직접
51770,2020,36870,직접
51770,2021,35675,직접
51770,2022,34931,직접
51770,2023,34202,직접
51770,2024,33515,직접
51770,2025,34879,직접
51780,2003,50212,직접
51780,2004,49650,직접
51780,2005,48933,직접
51780,2006,48024,직접
51780,2007,47420,직접
51780,2008,47724,직접
51780,2009,47669,직접
51780,2010,48928,직접
51780,2011,48084,직접
51780,2012,47968,직접
51780,2013,47473,직접
51780,2014,47590,직접
51780,2015,48799,직접
51780,2016,48013,직접
51780,2017,47185,직접
51780,2018,46413,직접
51780,2019,45584,직접
51780,2020,44699,직접
51780,2021,43340,직접
51780,2022,42256,직접
51780,2023,41448,직접
51780,2024,40497,직접
51780,2025,39979,직접
51790,2003,24540,직접
51790,2004,24267,직접
51790,2005,23732,직접
51790,2006,23317,직접
51790,2007,22944,직접
51790,2008,24110,직접
51790,2009,24216,직접
51790,2010,24364,직접
51790,2011,24945,직접
51790,2012,25020,직접
51790,2013,25079,직접
51790,2014,27143,직접
51790,2015,27020,직접
51790,2016,26264,직접
51790,2017,26022,직접
51790,2018,25084,직접
51790,2019,24917,직접
51790,2020,24857,직접
51790,2021,24195,직접
51790,2022,23388,직접
51790,2023,23007,직접
51790,2024,22922,직접
51790,2025,22371,직접
51800,2003,21995,직접
51800,2004,21692,직접
51800,2005,21480,직접
51800,2006,21269,직접
51800,2007,21401,직접
51800,2008,21303,직접
51800,2009,21323,직접
51800,2010,21843,직접
51800,2011,22285,직접
51800,2012,22799,직접
51800,2013,23594,직접
51800,2014,23888,직접
51800,2015,24089,직접
51800,2016,24010,직접
51800,2017,23835,직접
51800,2018,23408,직접
51800,2019,22764,직접
51800,2020,22278,직접
51800,2021,21748,직접
51800,2022,21383,직접
51800,2023,21056,직접
51800,2024,20621,직접
51800,2025,20410,직접
51810,2003,32092,직접
51810,2004,32443,직접
51810,2005,32811,직접
51810,2006,32493,직접
51810,2007,32079,직접
51810,2008,31620,직접
51810,2009,31452,직접
51810,2010,31842,직접
51810,2011,31970,직접
51810,2012,32456,직접
51810,2013,32517,직접
51810,2014,32475,직접
51810,2015,33255,직접
51810,2016,32720,직접
51810,2017,32582,직접
51810,2018,32136,직접
51810,2019,31672,직접
51810,2020,31694,직접
51810,2021,32165,직접
51810,2022,32206,직접
51810,2023,32020,직접
51810,2024,31535,직접
51810,2025,30863,직접
51820,2003,32739,직접
51820,2004,32361,직접
51820,2005,31964,직접
51820,2006,31285,직접
51820,2007,30383,직접
51820,2008,30172,직접
51820,2009,30272,직접
51820,2010,30112,직접
51820,2011,30057,직접
51820,2012,30124,직접
51820,2013,30398,직접
51820,2014,30269,직접
51820,2015,30060,직접
51820,2016,30114,직접
51820,2017,30029,직접
51820,2018,28144,직접
51820,2019,27260,직접
51820,2020,26757,직접
51820,2021,27249,직접
51820,2022,27274,직접
51820,2023,27305,직접
51820,2024,26999,직접
51820,2025,26845,직접
51830,2003,29480,직접
51830,2004,29187,직접
51830,2005,29132,직접
51830,2006,28661,직접
51830,2007,28472,직접
51830,2008,28115,직접
51830,2009,27957,직접
51830,2010,27929,직접
51830,2011,27942,직접
51830,2012,27802,직접
51830,2013,27659,직접
51830,2014,27521,직접
51830,2015,27479,직접
51830,2016,27218,직접
51830,2017,27207,직접
51830,2018,27347,직접
51830,2019,27726,직접
51830,2020,27946,직접
51830,2021,27913,직접
51830,2022,27866,직접
51830,2023,27710,직접
51830,2024,27489,직접
