영업소코드,영업소명,연월,차종,교통량
11,인천,2013-01,1종,3363234
11,인천,2013-01,2종,123406
11,인천,2013-01,3종,64371
11,인천,2013-01,4종,58503
11,인천,2013-01,5종,103126
11,인천,2013-01,6종,307196
12,서영암(개),2013-01,1종,18821
12,서영암(개),2013-01,2종,367
12,서영암(개),2013-01,3종,406
12,서영암(개),2013-01,4종,271
12,서영암(개),2013-01,5종,280
12,서영암(개),2013-01,6종,941
13,순천만,2013-01,1종,94045
13,순천만,2013-01,2종,4534
13,순천만,2013-01,3종,4711
13,순천만,2013-01,4종,6252
13,순천만,2013-01,5종,11821
13,순천만,2013-01,6종,4119
53,남인천,2013-01,1종,1583632
53,남인천,2013-01,2종,40605
53,남인천,2013-01,3종,50419
53,남인천,2013-01,4종,22399
53,남인천,2013-01,5종,48615
53,남인천,2013-01,6종,130930
56,일로,2013-01,1종,33151
56,일로,2013-01,2종,1161
56,일로,2013-01,3종,677
56,일로,2013-01,4종,727
56,일로,2013-01,5종,1090
56,일로,2013-01,6종,1639
61,성남,2013-01,1종,3417926
61,성남,2013-01,2종,153456
61,성남,2013-01,3종,130924
61,성남,2013-01,4종,62716
61,성남,2013-01,5종,83678
61,성남,2013-01,6종,238663
62,구리남양주,2013-01,1종,4339955
62,구리남양주,2013-01,2종,203937
62,구리남양주,2013-01,3종,175363
62,구리남양주,2013-01,4종,93309
62,구리남양주,2013-01,5종,78936
62,구리남양주,2013-01,6종,318548
63,토평,2013-01,1종,439380
63,토평,2013-01,2종,16511
63,토평,2013-01,3종,7428
63,토평,2013-01,4종,6766
63,토평,2013-01,5종,9731
63,토평,2013-01,6종,35881
64,청계,2013-01,1종,4108404
64,청계,2013-01,2종,155853
64,청계,2013-01,3종,149371
64,청계,2013-01,4종,45450
64,청계,2013-01,5종,79732
64,청계,2013-01,6종,308404
65,판교,2013-01,1종,2724659
65,판교,2013-01,2종,48501
65,판교,2013-01,3종,173406
65,판교,2013-01,4종,17439
65,판교,2013-01,5종,16797
65,판교,2013-01,6종,154285
66,하남,2013-01,1종,696888
66,하남,2013-01,2종,26728
66,하남,2013-01,3종,15250
66,하남,2013-01,4종,6954
66,하남,2013-01,5종,12705
66,하남,2013-01,6종,54342
67,시흥,2013-01,1종,3515807
67,시흥,2013-01,2종,149253
67,시흥,2013-01,3종,119436
67,시흥,2013-01,4종,67867
67,시흥,2013-01,5종,69552
67,시흥,2013-01,6종,269036
68,김포,2013-01,1종,4169515
68,김포,2013-01,2종,186339
68,김포,2013-01,3종,125229
68,김포,2013-01,4종,71979
68,김포,2013-01,5종,101986
68,김포,2013-01,6종,335017
69,대왕판교,2013-01,1종,177257
69,대왕판교,2013-01,2종,1125
69,대왕판교,2013-01,3종,168
69,대왕판교,2013-01,4종,62
69,대왕판교,2013-01,5종,14
69,대왕판교,2013-01,6종,10374
74,덕소삼패,2013-01,1종,252243
74,덕소삼패,2013-01,2종,8035
74,덕소삼패,2013-01,3종,3734
74,덕소삼패,2013-01,4종,4948
74,덕소삼패,2013-01,5종,8375
74,덕소삼패,2013-01,6종,18787
91,대동(개),2013-01,1종,132462
91,대동(개),2013-01,2종,10777
91,대동(개),2013-01,3종,5427
91,대동(개),2013-01,4종,17224
91,대동(개),2013-01,5종,7999
91,대동(개),2013-01,6종,8859
92,내서,2013-01,1종,219234
92,내서,2013-01,2종,9303
92,내서,2013-01,3종,10223
92,내서,2013-01,4종,3849
92,내서,2013-01,5종,7588
92,내서,2013-01,6종,19350
101,서울,2013-01,1종,4636594
101,서울,2013-01,2종,193829
101,서울,2013-01,3종,534037
