영업소코드,영업소명,연도,차종,교통량
11,인천,2023,1종,50899301
11,인천,2023,2종,1195765
11,인천,2023,3종,681494
11,인천,2023,4종,761671
11,인천,2023,5종,1503717
11,인천,2023,6종,3553509
12,서영암(개),2023,1종,918202
12,서영암(개),2023,2종,10742
12,서영암(개),2023,3종,15733
12,서영암(개),2023,4종,15038
12,서영암(개),2023,5종,25004
12,서영암(개),2023,6종,34578
13,순천만,2023,1종,2409762
13,순천만,2023,2종,55242
13,순천만,2023,3종,76917
13,순천만,2023,4종,42996
13,순천만,2023,5종,110796
13,순천만,2023,6종,86287
25,동부산,2023,1종,6313767
25,동부산,2023,2종,30289
25,동부산,2023,3종,70773
25,동부산,2023,4종,49326
25,동부산,2023,5종,49130
25,동부산,2023,6종,142534
29,가락(개),2023,1종,11286800
29,가락(개),2023,2종,231567
29,가락(개),2023,3종,240360
29,가락(개),2023,4종,231462
29,가락(개),2023,5종,1272032
29,가락(개),2023,6종,788871
53,남인천,2023,1종,26204838
53,남인천,2023,2종,505435
53,남인천,2023,3종,461688
53,남인천,2023,4종,307095
53,남인천,2023,5종,613262
53,남인천,2023,6종,1661247
56,일로,2023,1종,461216
56,일로,2023,2종,8434
56,일로,2023,3종,6296
56,일로,2023,4종,10732
56,일로,2023,5종,38939
56,일로,2023,6종,23170
57,다사,2023,1종,1008513
57,다사,2023,2종,20007
57,다사,2023,3종,14471
57,다사,2023,4종,7603
57,다사,2023,5종,7331
57,다사,2023,6종,72537
58,지천,2023,1종,634880
58,지천,2023,2종,13190
58,지천,2023,3종,10755
58,지천,2023,4종,5722
58,지천,2023,5종,11053
58,지천,2023,6종,32829
61,성남,2023,1종,59619472
61,성남,2023,2종,1640886
61,성남,2023,3종,1581374
61,성남,2023,4종,1352976
61,성남,2023,5종,1139409
61,성남,2023,6종,3178714
62,구리남양주,2023,1종,61269825
62,구리남양주,2023,2종,1926665
62,구리남양주,2023,3종,1529087
62,구리남양주,2023,4종,1630747
62,구리남양주,2023,5종,1331379
62,구리남양주,2023,6종,3567006
63,토평,2023,1종,8492415
63,토평,2023,2종,255982
63,토평,2023,3종,170707
63,토평,2023,4종,216938
63,토평,2023,5종,233550
63,토평,2023,6종,522303
64,청계,2023,1종,55082154
64,청계,2023,2종,1252627
64,청계,2023,3종,1422767
64,청계,2023,4종,758753
64,청계,2023,5종,910886
64,청계,2023,6종,3144292
65,판교,2023,1종,29006397
65,판교,2023,2종,301713
65,판교,2023,3종,1673020
65,판교,2023,4종,126699
65,판교,2023,5종,160598
65,판교,2023,6종,1262879
66,하남,2023,1종,11309735
66,하남,2023,2종,271567
66,하남,2023,3종,134698
66,하남,2023,4종,117054
66,하남,2023,5종,129665
66,하남,2023,6종,613540
67,시흥,2023,1종,50172968
67,시흥,2023,2종,1298462
67,시흥,2023,3종,1138667
67,시흥,2023,4종,1186882
67,시흥,2023,5종,1139239
67,시흥,2023,6종,2839266
68,김포,2023,1종,59858999
68,김포,2023,2종,1660101
68,김포,2023,3종,1188031
68,김포,2023,4종,1104677
68,김포,2023,5종,1692081
68,김포,2023,6종,3882430
69,대왕판교,2023,1종,2734137
69,대왕판교,2023,2종,25162
69,대왕판교,2023,3종,12091
69,대왕판교,2023,4종,313
69,대왕판교,2023,5종,305
69,대왕판교,2023,6종,110496
74,덕소삼패,2023,1종,5225920
74,덕소삼패,2023,2종,95665
74,덕소삼패,2023,3종,63973
74,덕소삼패,2023,4종,90672
74,덕소삼패,2023,5종,115153
74,덕소삼패,2023,6종,364634
91,대동(개),2023,1종,1185321
91,대동(개),2023,2종,50056
91,대동(개),2023,3종,40611
91,대동(개),2023,4종,168515
91,대동(개),2023,5종,110611
91,대동(개),2023,6종,65962
