영업소코드,영업소명,연월,차종,교통량
11,인천,2024-01,1종,4143099
11,인천,2024-01,2종,104644
11,인천,2024-01,3종,58271
11,인천,2024-01,4종,67371
11,인천,2024-01,5종,125160
11,인천,2024-01,6종,292351
12,서영암(개),2024-01,1종,65697
12,서영암(개),2024-01,2종,841
12,서영암(개),2024-01,3종,1285
12,서영암(개),2024-01,4종,1501
12,서영암(개),2024-01,5종,2154
12,서영암(개),2024-01,6종,2601
13,순천만,2024-01,1종,167210
13,순천만,2024-01,2종,4304
13,순천만,2024-01,3종,4986
13,순천만,2024-01,4종,3230
13,순천만,2024-01,5종,11677
13,순천만,2024-01,6종,6239
25,동부산,2024-01,1종,490472
25,동부산,2024-01,2종,2273
25,동부산,2024-01,3종,4260
25,동부산,2024-01,4종,5554
25,동부산,2024-01,5종,2313
25,동부산,2024-01,6종,10555
29,가락(개),2024-01,1종,955527
29,가락(개),2024-01,2종,19762
29,가락(개),2024-01,3종,19938
29,가락(개),2024-01,4종,20426
29,가락(개),2024-01,5종,108758
29,가락(개),2024-01,6종,67587
53,남인천,2024-01,1종,2127792
53,남인천,2024-01,2종,43012
53,남인천,2024-01,3종,37454
53,남인천,2024-01,4종,27279
53,남인천,2024-01,5종,53102
53,남인천,2024-01,6종,131138
56,일로,2024-01,1종,33341
56,일로,2024-01,2종,569
56,일로,2024-01,3종,507
56,일로,2024-01,4종,826
56,일로,2024-01,5종,1741
56,일로,2024-01,6종,1718
57,다사,2024-01,1종,85788
57,다사,2024-01,2종,1456
57,다사,2024-01,3종,1070
57,다사,2024-01,4종,593
57,다사,2024-01,5종,659
57,다사,2024-01,6종,6067
58,지천,2024-01,1종,50263
58,지천,2024-01,2종,1166
58,지천,2024-01,3종,972
58,지천,2024-01,4종,634
58,지천,2024-01,5종,840
58,지천,2024-01,6종,2892
61,성남,2024-01,1종,4782803
61,성남,2024-01,2종,135322
61,성남,2024-01,3종,127334
61,성남,2024-01,4종,109986
61,성남,2024-01,5종,95475
61,성남,2024-01,6종,260718
62,구리남양주,2024-01,1종,4894111
62,구리남양주,2024-01,2종,160402
62,구리남양주,2024-01,3종,123353
62,구리남양주,2024-01,4종,133109
62,구리남양주,2024-01,5종,110483
62,구리남양주,2024-01,6종,292818
63,토평,2024-01,1종,626802
63,토평,2024-01,2종,20879
63,토평,2024-01,3종,13817
63,토평,2024-01,4종,18159
63,토평,2024-01,5종,21343
63,토평,2024-01,6종,39279
64,청계,2024-01,1종,4302819
64,청계,2024-01,2종,95915
64,청계,2024-01,3종,115561
64,청계,2024-01,4종,58922
64,청계,2024-01,5종,71199
64,청계,2024-01,6종,247904
65,판교,2024-01,1종,2295168
65,판교,2024-01,2종,23061
65,판교,2024-01,3종,142497
65,판교,2024-01,4종,11453
65,판교,2024-01,5종,14760
65,판교,2024-01,6종,99756
66,하남,2024-01,1종,847945
66,하남,2024-01,2종,20652
66,하남,2024-01,3종,9915
66,하남,2024-01,4종,8798
66,하남,2024-01,5종,9180
66,하남,2024-01,6종,47447
67,시흥,2024-01,1종,3986319
67,시흥,2024-01,2종,110256
67,시흥,2024-01,3종,94645
67,시흥,2024-01,4종,101596
67,시흥,2024-01,5종,98169
67,시흥,2024-01,6종,227768
68,김포,2024-01,1종,4748062
68,김포,2024-01,2종,139106
68,김포,2024-01,3종,98001
68,김포,2024-01,4종,94914
68,김포,2024-01,5종,138000
68,김포,2024-01,6종,311662
69,대왕판교,2024-01,1종,231752
69,대왕판교,2024-01,2종,2025
69,대왕판교,2024-01,3종,1147
69,대왕판교,2024-01,4종,19
69,대왕판교,2024-01,5종,19
69,대왕판교,2024-01,6종,9276
74,덕소삼패,2024-01,1종,394469
74,덕소삼패,2024-01,2종,7325
74,덕소삼패,2024-01,3종,5046
74,덕소삼패,2024-01,4종,7657
74,덕소삼패,2024-01,5종,8919
74,덕소삼패,2024-01,6종,28167
91,대동(개),2024-01,1종,93165
91,대동(개),2024-01,2종,4145
91,대동(개),2024-01,3종,3458
91,대동(개),2024-01,4종,14782
91,대동(개),2024-01,5종,8683
91,대동(개),2024-01,6종,5633
92,내서,2024-01,1종,206488
92,내서,2024-01,2종,5873
92,내서,2024-01,3종,8660
92,내서,2024-01,4종,5082
92,내서,2024-01,5종,9370
92,내서,2024-01,6종,14273
101,서울,2024-01,1종,5026961
101,서울,2024-01,2종,143167
101,서울,2024-01,3종,513607
101,서울,2024-01,4종,125991
101,서울,2024-01,5종,61366
101,서울,2024-01,6종,211250
102,동수원,2024-01,1종,2146832
102,동수원,2024-01,2종,25676
102,동수원,2024-01,3종,67257
102,동수원,2024-01,4종,8859
102,동수원,2024-01,5종,7829
102,동수원,2024-01,6종,112650
103,수원신갈,2024-01,1종,2246963
103,수원신갈,2024-01,2종,76013
103,수원신갈,2024-01,3종,144884
103,수원신갈,2024-01,4종,56530
103,수원신갈,2024-01,5종,28731
103,수원신갈,2024-01,6종,105776
104,지곡,2024-01,1종,38114
104,지곡,2024-01,2종,1052
104,지곡,2024-01,3종,1875
104,지곡,2024-01,4종,3058
104,지곡,2024-01,5종,3201
104,지곡,2024-01,6종,1314
105,기흥,2024-01,1종,975991
105,기흥,2024-01,2종,13375
105,기흥,2024-01,3종,33573
105,기흥,2024-01,4종,9307
105,기흥,2024-01,5종,6452
105,기흥,2024-01,6종,50166
106,오산,2024-01,1종,1163493
106,오산,2024-01,2종,84366
106,오산,2024-01,3종,77666
106,오산,2024-01,4종,59213
106,오산,2024-01,5종,32877
106,오산,2024-01,6종,67167
107,안성,2024-01,1종,1204263
107,안성,2024-01,2종,28071
107,안성,2024-01,3종,46297
