영업소코드,영업소명,연월,차종,교통량
11,인천,2005-01,1종,3074605
11,인천,2005-01,2종,155636
11,인천,2005-01,3종,38246
11,인천,2005-01,4종,47392
11,인천,2005-01,5종,109344
11,인천,2005-01,6종,183316
53,남인천,2005-01,1종,1615231
53,남인천,2005-01,2종,80340
53,남인천,2005-01,3종,24184
53,남인천,2005-01,4종,21551
53,남인천,2005-01,5종,78816
53,남인천,2005-01,6종,83056
56,일로,2005-01,1종,18589
56,일로,2005-01,2종,1007
56,일로,2005-01,3종,94
56,일로,2005-01,4종,150
56,일로,2005-01,5종,238
56,일로,2005-01,6종,1016
61,성남,2005-01,1종,2802206
61,성남,2005-01,2종,195876
61,성남,2005-01,3종,68120
61,성남,2005-01,4종,34216
61,성남,2005-01,5종,48691
61,성남,2005-01,6종,119346
62,구리남양주,2005-01,1종,3520497
62,구리남양주,2005-01,2종,249247
62,구리남양주,2005-01,3종,62783
62,구리남양주,2005-01,4종,56731
62,구리남양주,2005-01,5종,57643
62,구리남양주,2005-01,6종,152302
63,토평,2005-01,1종,429906
63,토평,2005-01,2종,20821
63,토평,2005-01,3종,1508
63,토평,2005-01,4종,3745
63,토평,2005-01,5종,16140
63,토평,2005-01,6종,19294
64,청계,2005-01,1종,3861115
64,청계,2005-01,2종,218614
64,청계,2005-01,3종,71498
64,청계,2005-01,4종,29456
64,청계,2005-01,5종,64384
64,청계,2005-01,6종,178048
65,판교,2005-01,1종,2262126
65,판교,2005-01,2종,54671
65,판교,2005-01,3종,99073
65,판교,2005-01,4종,19231
65,판교,2005-01,5종,8562
65,판교,2005-01,6종,80468
66,하남,2005-01,1종,492144
66,하남,2005-01,2종,28889
66,하남,2005-01,3종,12298
66,하남,2005-01,4종,8159
66,하남,2005-01,5종,14436
66,하남,2005-01,6종,18718
67,시흥,2005-01,1종,3288345
67,시흥,2005-01,2종,213977
67,시흥,2005-01,3종,69080
67,시흥,2005-01,4종,45542
67,시흥,2005-01,5종,50329
67,시흥,2005-01,6종,143571
68,김포,2005-01,1종,3311284
68,김포,2005-01,2종,228160
68,김포,2005-01,3종,32068
68,김포,2005-01,4종,38303
68,김포,2005-01,5종,82788
68,김포,2005-01,6종,149360
91,대동(개),2005-01,1종,142392
91,대동(개),2005-01,2종,17581
91,대동(개),2005-01,3종,1090
91,대동(개),2005-01,4종,35984
91,대동(개),2005-01,5종,21851
91,대동(개),2005-01,6종,8687
92,내서,2005-01,1종,105876
92,내서,2005-01,2종,4643
92,내서,2005-01,3종,533
92,내서,2005-01,4종,1200
92,내서,2005-01,5종,2000
92,내서,2005-01,6종,10742
101,서울,2005-01,1종,4838544
101,서울,2005-01,2종,290389
101,서울,2005-01,3종,349369
101,서울,2005-01,4종,55013
101,서울,2005-01,5종,41922
101,서울,2005-01,6종,168126
102,동수원,2005-01,1종,1804986
102,동수원,2005-01,2종,68154
102,동수원,2005-01,3종,54446
102,동수원,2005-01,4종,12036
102,동수원,2005-01,5종,20415
102,동수원,2005-01,6종,80290
103,수원신갈,2005-01,1종,1962493
103,수원신갈,2005-01,2종,132614
103,수원신갈,2005-01,3종,77969
103,수원신갈,2005-01,4종,28262
103,수원신갈,2005-01,5종,23915
103,수원신갈,2005-01,6종,92054
104,지곡,2005-01,1종,27936
104,지곡,2005-01,2종,2764
104,지곡,2005-01,3종,734
104,지곡,2005-01,4종,539
104,지곡,2005-01,5종,1129
104,지곡,2005-01,6종,918
105,기흥,2005-01,1종,850279
105,기흥,2005-01,2종,83438
105,기흥,2005-01,3종,24428
105,기흥,2005-01,4종,16036
105,기흥,2005-01,5종,23162
105,기흥,2005-01,6종,34164
106,오산,2005-01,1종,988233
106,오산,2005-01,2종,118858
106,오산,2005-01,3종,47765
106,오산,2005-01,4종,25606
106,오산,2005-01,5종,30256
106,오산,2005-01,6종,39872
107,안성,2005-01,1종,858088
107,안성,2005-01,2종,96123
107,안성,2005-01,3종,41666
107,안성,2005-01,4종,21841
107,안성,2005-01,5종,28644
107,안성,2005-01,6종,32473
108,천안,2005-01,1종,1095550
108,천안,2005-01,2종,82060
108,천안,2005-01,3종,58915
108,천안,2005-01,4종,24641
108,천안,2005-01,5종,30359
108,천안,2005-01,6종,36391
109,계룡,2005-01,1종,114765
109,계룡,2005-01,2종,14558
109,계룡,2005-01,3종,7586
109,계룡,2005-01,4종,7953
109,계룡,2005-01,5종,2551
109,계룡,2005-01,6종,5020
110,독립기념관,2005-01,1종,270889
110,독립기념관,2005-01,2종,42936
110,독립기념관,2005-01,3종,16211
110,독립기념관,2005-01,4종,19364
110,독립기념관,2005-01,5종,22696
110,독립기념관,2005-01,6종,7461
111,청주,2005-01,1종,475448
111,청주,2005-01,2종,41290
111,청주,2005-01,3종,37657
111,청주,2005-01,4종,12296
111,청주,2005-01,5종,16778
