영업소코드,영업소명,연월,차종,교통량
11,인천,2016-01,1종,3657357
11,인천,2016-01,2종,109624
11,인천,2016-01,3종,81815
11,인천,2016-01,4종,64559
11,인천,2016-01,5종,124708
11,인천,2016-01,6종,332050
12,서영암(개),2016-01,1종,36020
12,서영암(개),2016-01,2종,665
12,서영암(개),2016-01,3종,753
12,서영암(개),2016-01,4종,609
12,서영암(개),2016-01,5종,976
12,서영암(개),2016-01,6종,1933
13,순천만,2016-01,1종,121532
13,순천만,2016-01,2종,3519
13,순천만,2016-01,3종,2957
13,순천만,2016-01,4종,2277
13,순천만,2016-01,5종,4784
13,순천만,2016-01,6종,5567
29,가락(개),2016-01,1종,744618
29,가락(개),2016-01,2종,20959
29,가락(개),2016-01,3종,20727
29,가락(개),2016-01,4종,21156
29,가락(개),2016-01,5종,102999
29,가락(개),2016-01,6종,60819
53,남인천,2016-01,1종,1682142
53,남인천,2016-01,2종,39038
53,남인천,2016-01,3종,54440
53,남인천,2016-01,4종,19604
53,남인천,2016-01,5종,56095
53,남인천,2016-01,6종,139936
56,일로,2016-01,1종,31003
56,일로,2016-01,2종,1508
56,일로,2016-01,3종,725
56,일로,2016-01,4종,742
56,일로,2016-01,5종,871
56,일로,2016-01,6종,1768
61,성남,2016-01,1종,3879688
61,성남,2016-01,2종,145852
61,성남,2016-01,3종,148254
61,성남,2016-01,4종,101338
61,성남,2016-01,5종,101734
61,성남,2016-01,6종,273314
62,구리남양주,2016-01,1종,4867950
62,구리남양주,2016-01,2종,190999
62,구리남양주,2016-01,3종,183207
62,구리남양주,2016-01,4종,129982
62,구리남양주,2016-01,5종,102122
62,구리남양주,2016-01,6종,368076
63,토평,2016-01,1종,400384
63,토평,2016-01,2종,12904
63,토평,2016-01,3종,6283
63,토평,2016-01,4종,10835
63,토평,2016-01,5종,6662
63,토평,2016-01,6종,34096
64,청계,2016-01,1종,4505906
64,청계,2016-01,2종,138969
64,청계,2016-01,3종,145379
64,청계,2016-01,4종,48293
64,청계,2016-01,5종,77455
64,청계,2016-01,6종,339979
65,판교,2016-01,1종,2894771
65,판교,2016-01,2종,39567
65,판교,2016-01,3종,176661
65,판교,2016-01,4종,14047
65,판교,2016-01,5종,15549
65,판교,2016-01,6종,167478
66,하남,2016-01,1종,805296
66,하남,2016-01,2종,26030
66,하남,2016-01,3종,15609
66,하남,2016-01,4종,8450
66,하남,2016-01,5종,39394
66,하남,2016-01,6종,64031
67,시흥,2016-01,1종,3766807
67,시흥,2016-01,2종,124119
67,시흥,2016-01,3종,124850
67,시흥,2016-01,4종,76992
67,시흥,2016-01,5종,77591
67,시흥,2016-01,6종,286329
68,김포,2016-01,1종,4582758
68,김포,2016-01,2종,164603
68,김포,2016-01,3종,143188
68,김포,2016-01,4종,81685
68,김포,2016-01,5종,114817
68,김포,2016-01,6종,376206
69,대왕판교,2016-01,1종,225358
69,대왕판교,2016-01,2종,1437
69,대왕판교,2016-01,3종,76
69,대왕판교,2016-01,4종,25
69,대왕판교,2016-01,5종,12
69,대왕판교,2016-01,6종,12853
74,덕소삼패,2016-01,1종,277411
74,덕소삼패,2016-01,2종,5578
74,덕소삼패,2016-01,3종,4608
74,덕소삼패,2016-01,4종,8093
74,덕소삼패,2016-01,5종,14743
74,덕소삼패,2016-01,6종,23344
91,대동(개),2016-01,1종,127073
91,대동(개),2016-01,2종,9213
91,대동(개),2016-01,3종,5516
91,대동(개),2016-01,4종,22262
91,대동(개),2016-01,5종,9751
91,대동(개),2016-01,6종,8979
92,내서,2016-01,1종,207130
92,내서,2016-01,2종,7172
92,내서,2016-01,3종,10566
92,내서,2016-01,4종,3601
92,내서,2016-01,5종,8367
92,내서,2016-01,6종,17931
101,서울,2016-01,1종,4964289
101,서울,2016-01,2종,171839
101,서울,2016-01,3종,551538
101,서울,2016-01,4종,98659
101,서울,2016-01,5종,58727
101,서울,2016-01,6종,244403
102,동수원,2016-01,1종,2130975
102,동수원,2016-01,2종,36490
102,동수원,2016-01,3종,84977
102,동수원,2016-01,4종,16940
102,동수원,2016-01,5종,33941
102,동수원,2016-01,6종,135744
103,수원신갈,2016-01,1종,2354226
103,수원신갈,2016-01,2종,91202
103,수원신갈,2016-01,3종,160192
103,수원신갈,2016-01,4종,39295
103,수원신갈,2016-01,5종,25176
103,수원신갈,2016-01,6종,136374
104,지곡,2016-01,1종,40554
104,지곡,2016-01,2종,1324
104,지곡,2016-01,3종,2368
104,지곡,2016-01,4종,1946
104,지곡,2016-01,5종,1910
104,지곡,2016-01,6종,1414
105,기흥,2016-01,1종,467965
105,기흥,2016-01,2종,23669
105,기흥,2016-01,3종,16141
105,기흥,2016-01,4종,8730
105,기흥,2016-01,5종,9876
105,기흥,2016-01,6종,29885
106,오산,2016-01,1종,1132287
106,오산,2016-01,2종,84900
106,오산,2016-01,3종,102687
106,오산,2016-01,4종,53548
106,오산,2016-01,5종,31629
106,오산,2016-01,6종,72264
107,안성,2016-01,1종,864925
107,안성,2016-01,2종,29287
107,안성,2016-01,3종,52574
107,안성,2016-01,4종,18274
107,안성,2016-01,5종,12242
107,안성,2016-01,6종,56217
108,천안,2016-01,1종,1467632
108,천안,2016-01,2종,41212
108,천안,2016-01,3종,101466
108,천안,2016-01,4종,36617
108,천안,2016-01,5종,28200
108,천안,2016-01,6종,74704
109,계룡,2016-01,1종,115327
109,계룡,2016-01,2종,8346
109,계룡,2016-01,3종,9158
109,계룡,2016-01,4종,8624
109,계룡,2016-01,5종,3318
109,계룡,2016-01,6종,6879
110,독립기념관,2016-01,1종,296292
110,독립기념관,2016-01,2종,16890
110,독립기념관,2016-01,3종,21181
110,독립기념관,2016-01,4종,18838
110,독립기념관,2016-01,5종,14321
110,독립기념관,2016-01,6종,13377
111,청주,2016-01,1종,479641
111,청주,2016-01,2종,18119
111,청주,2016-01,3종,50528
111,청주,2016-01,4종,16770
111,청주,2016-01,5종,19385
111,청주,2016-01,6종,23965
112,남청주,2016-01,1종,459215
112,남청주,2016-01,2종,36927
112,남청주,2016-01,3종,36863
112,남청주,2016-01,4종,48016
112,남청주,2016-01,5종,40278
112,남청주,2016-01,6종,20686
113,신탄진,2016-01,1종,961698
113,신탄진,2016-01,2종,37543
113,신탄진,2016-01,3종,74920
113,신탄진,2016-01,4종,60279
113,신탄진,2016-01,5종,340221
113,신탄진,2016-01,6종,941489
114,남대전,2016-01,1종,306515
114,남대전,2016-01,2종,10545
114,남대전,2016-01,3종,10215
114,남대전,2016-01,4종,5562
114,남대전,2016-01,5종,6951
114,남대전,2016-01,6종,15465
115,대전,2016-01,1종,1279300
115,대전,2016-01,2종,34862
115,대전,2016-01,3종,79295
115,대전,2016-01,4종,18027
115,대전,2016-01,5종,14636
115,대전,2016-01,6종,68676
116,옥천,2016-01,1종,349997
116,옥천,2016-01,2종,17910
116,옥천,2016-01,3종,19838
116,옥천,2016-01,4종,39049
116,옥천,2016-01,5종,22166
116,옥천,2016-01,6종,21276
117,금강,2016-01,1종,31902
117,금강,2016-01,2종,1096
117,금강,2016-01,3종,1424
117,금강,2016-01,4종,3612
117,금강,2016-01,5종,2405
117,금강,2016-01,6종,1446
118,영동,2016-01,1종,81785
118,영동,2016-01,2종,3681
118,영동,2016-01,3종,4573
118,영동,2016-01,4종,3158
118,영동,2016-01,5종,6359
118,영동,2016-01,6종,3688
119,판암,2016-01,1종,452288
119,판암,2016-01,2종,13039
119,판암,2016-01,3종,9902
119,판암,2016-01,4종,6776
119,판암,2016-01,5종,5871
119,판암,2016-01,6종,27910
120,황간,2016-01,1종,73934
120,황간,2016-01,2종,2153
120,황간,2016-01,3종,4347
120,황간,2016-01,4종,4173
120,황간,2016-01,5종,5289
120,황간,2016-01,6종,2902
121,추풍령,2016-01,1종,36283
121,추풍령,2016-01,2종,983
121,추풍령,2016-01,3종,2010
121,추풍령,2016-01,4종,978
121,추풍령,2016-01,5종,1311
121,추풍령,2016-01,6종,1933
122,김천,2016-01,1종,197180
122,김천,2016-01,2종,6184
122,김천,2016-01,3종,10125
122,김천,2016-01,4종,9821
122,김천,2016-01,5종,8071
122,김천,2016-01,6종,9570
123,구미,2016-01,1종,798596
123,구미,2016-01,2종,18569
123,구미,2016-01,3종,35213
123,구미,2016-01,4종,19362
123,구미,2016-01,5종,16074
123,구미,2016-01,6종,38279
124,상주,2016-01,1종,113360
124,상주,2016-01,2종,4945
124,상주,2016-01,3종,5062
124,상주,2016-01,4종,6068
124,상주,2016-01,5종,7774
124,상주,2016-01,6종,3897
125,남구미,2016-01,1종,543314
125,남구미,2016-01,2종,21303
125,남구미,2016-01,3종,31081
125,남구미,2016-01,4종,21831
125,남구미,2016-01,5종,37081
125,남구미,2016-01,6종,30064
126,왜관,2016-01,1종,588622
126,왜관,2016-01,2종,39215
126,왜관,2016-01,3종,33718
126,왜관,2016-01,4종,23244
126,왜관,2016-01,5종,30144
126,왜관,2016-01,6종,27717
127,서대구,2016-01,1종,1852253
127,서대구,2016-01,2종,79561
127,서대구,2016-01,3종,101418
127,서대구,2016-01,4종,51504
127,서대구,2016-01,5종,57234
127,서대구,2016-01,6종,82231
128,금왕꽃동네,2016-01,1종,124625
128,금왕꽃동네,2016-01,2종,9599
128,금왕꽃동네,2016-01,3종,13733
128,금왕꽃동네,2016-01,4종,10008
128,금왕꽃동네,2016-01,5종,15187
128,금왕꽃동네,2016-01,6종,6562
129,북대구,2016-01,1종,1753511
129,북대구,2016-01,2종,54435
129,북대구,2016-01,3종,53567
129,북대구,2016-01,4종,25878
129,북대구,2016-01,5종,27755
129,북대구,2016-01,6종,75400
130,동김천,2016-01,1종,182286
130,동김천,2016-01,2종,6524
130,동김천,2016-01,3종,12027
130,동김천,2016-01,4종,9791
130,동김천,2016-01,5종,14666
130,동김천,2016-01,6종,7607
131,경산,2016-01,1종,799966
131,경산,2016-01,2종,67794
131,경산,2016-01,3종,55338
131,경산,2016-01,4종,46864
131,경산,2016-01,5종,39681
131,경산,2016-01,6종,42881
132,영천,2016-01,1종,426004
132,영천,2016-01,2종,22289
132,영천,2016-01,3종,29003
132,영천,2016-01,4종,24370
132,영천,2016-01,5종,38005
132,영천,2016-01,6종,17143
133,서경주,2016-01,1종,167653
133,서경주,2016-01,2종,6981
133,서경주,2016-01,3종,12750
133,서경주,2016-01,4종,9242
133,서경주,2016-01,5종,23343
133,서경주,2016-01,6종,5659
134,선산,2016-01,1종,81559
134,선산,2016-01,2종,4319
134,선산,2016-01,3종,5011
134,선산,2016-01,4종,4820
134,선산,2016-01,5종,9758
134,선산,2016-01,6종,2743
135,경주,2016-01,1종,856631
135,경주,2016-01,2종,32275
135,경주,2016-01,3종,72640
135,경주,2016-01,4종,44043
135,경주,2016-01,5종,82634
135,경주,2016-01,6종,35519
136,음성,2016-01,1종,144228
136,음성,2016-01,2종,8379
136,음성,2016-01,3종,10169
136,음성,2016-01,4종,8066
136,음성,2016-01,5종,12300
136,음성,2016-01,6종,6042
137,통도사,2016-01,1종,292776
137,통도사,2016-01,2종,14316
137,통도사,2016-01,3종,15949
137,통도사,2016-01,4종,12196
137,통도사,2016-01,5종,16316
137,통도사,2016-01,6종,14991
138,양산,2016-01,1종,717672
138,양산,2016-01,2종,69563
138,양산,2016-01,3종,48187
138,양산,2016-01,4종,50173
138,양산,2016-01,5종,59009
138,양산,2016-01,6종,40001
139,서울산,2016-01,1종,491035
139,서울산,2016-01,2종,23753
139,서울산,2016-01,3종,30731
139,서울산,2016-01,4종,15720
139,서울산,2016-01,5종,23137
139,서울산,2016-01,6종,24577
140,부산,2016-01,1종,1757943
140,부산,2016-01,2종,60067
140,부산,2016-01,3종,51013
140,부산,2016-01,4종,33145
140,부산,2016-01,5종,57628
140,부산,2016-01,6종,100129
142,군북,2016-01,1종,358559
142,군북,2016-01,2종,14070
142,군북,2016-01,3종,16147
142,군북,2016-01,4종,10465
142,군북,2016-01,5종,20831
142,군북,2016-01,6종,22296
143,장지,2016-01,1종,111564
