영업소코드,영업소명,연도,차종,교통량
11,인천,2015,1종,44169513
11,인천,2015,2종,1407154
11,인천,2015,3종,1031170
11,인천,2015,4종,798573
11,인천,2015,5종,1502500
11,인천,2015,6종,4053839
12,서영암(개),2015,1종,513157
12,서영암(개),2015,2종,9002
12,서영암(개),2015,3종,11160
12,서영암(개),2015,4종,6039
12,서영암(개),2015,5종,8063
12,서영암(개),2015,6종,28173
13,순천만,2015,1종,1580209
13,순천만,2015,2종,50777
13,순천만,2015,3종,60229
13,순천만,2015,4종,34918
13,순천만,2015,5종,98236
13,순천만,2015,6종,72520
29,가락(개),2015,1종,8616092
29,가락(개),2015,2종,254336
29,가락(개),2015,3종,258354
29,가락(개),2015,4종,282860
29,가락(개),2015,5종,1308313
29,가락(개),2015,6종,717367
53,남인천,2015,1종,20723902
53,남인천,2015,2종,503911
53,남인천,2015,3종,686208
53,남인천,2015,4종,244855
53,남인천,2015,5종,723125
53,남인천,2015,6종,1766521
56,일로,2015,1종,451904
56,일로,2015,2종,22554
56,일로,2015,3종,6178
56,일로,2015,4종,8226
56,일로,2015,5종,21996
56,일로,2015,6종,26899
61,성남,2015,1종,48386336
61,성남,2015,2종,1857474
61,성남,2015,3종,1916050
61,성남,2015,4종,1194174
61,성남,2015,5종,1066259
61,성남,2015,6종,3423107
62,구리남양주,2015,1종,60709516
62,구리남양주,2015,2종,2458665
62,구리남양주,2015,3종,2342429
62,구리남양주,2015,4종,1666145
62,구리남양주,2015,5종,1307939
62,구리남양주,2015,6종,4559359
63,토평,2015,1종,5501498
63,토평,2015,2종,175478
63,토평,2015,3종,94251
63,토평,2015,4종,140921
63,토평,2015,5종,90039
63,토평,2015,6종,458363
64,청계,2015,1종,55576180
64,청계,2015,2종,1788489
64,청계,2015,3종,1857041
64,청계,2015,4종,613555
64,청계,2015,5종,953009
64,청계,2015,6종,4248102
65,판교,2015,1종,34899317
65,판교,2015,2종,513766
65,판교,2015,3종,2156109
65,판교,2015,4종,191423
65,판교,2015,5종,160972
65,판교,2015,6종,2069450
66,하남,2015,1종,10400954
66,하남,2015,2종,339767
66,하남,2015,3종,205076
66,하남,2015,4종,103099
66,하남,2015,5종,130837
66,하남,2015,6종,813114
67,시흥,2015,1종,46840419
67,시흥,2015,2종,1601678
67,시흥,2015,3종,1604659
67,시흥,2015,4종,912953
67,시흥,2015,5종,913397
67,시흥,2015,6종,3601021
68,김포,2015,1종,56721957
68,김포,2015,2종,2122653
68,김포,2015,3종,1797572
68,김포,2015,4종,986951
68,김포,2015,5종,1398775
68,김포,2015,6종,4668058
69,대왕판교,2015,1종,2451347
69,대왕판교,2015,2종,17000
69,대왕판교,2015,3종,2233
69,대왕판교,2015,4종,401
69,대왕판교,2015,5종,222
69,대왕판교,2015,6종,141318
74,덕소삼패,2015,1종,3655881
74,덕소삼패,2015,2종,81347
74,덕소삼패,2015,3종,58745
74,덕소삼패,2015,4종,116455
74,덕소삼패,2015,5종,138659
74,덕소삼패,2015,6종,298659
91,대동(개),2015,1종,1597987
91,대동(개),2015,2종,119552
91,대동(개),2015,3종,70688
91,대동(개),2015,4종,246596
91,대동(개),2015,5종,134402
91,대동(개),2015,6종,112304
92,내서,2015,1종,2691150
92,내서,2015,2종,99292
92,내서,2015,3종,127363
92,내서,2015,4종,43467
92,내서,2015,5종,87147
92,내서,2015,6종,243950
101,서울,2015,1종,65006136
101,서울,2015,2종,2723122
101,서울,2015,3종,7099699
101,서울,2015,4종,1158964
101,서울,2015,5종,688933
101,서울,2015,6종,3182633
102,동수원,2015,1종,26187740
102,동수원,2015,2종,486553
102,동수원,2015,3종,1051053
102,동수원,2015,4종,178645
102,동수원,2015,5종,373706
102,동수원,2015,6종,1708153
103,수원신갈,2015,1종,29215691
103,수원신갈,2015,2종,1152806
103,수원신갈,2015,3종,1982176
103,수원신갈,2015,4종,484371
103,수원신갈,2015,5종,321815
103,수원신갈,2015,6종,1653636
104,지곡,2015,1종,553964
104,지곡,2015,2종,19370
104,지곡,2015,3종,29361
104,지곡,2015,4종,24776
104,지곡,2015,5종,26978
104,지곡,2015,6종,20937
105,기흥,2015,1종,5707415
105,기흥,2015,2종,289323
105,기흥,2015,3종,190949
105,기흥,2015,4종,121346
105,기흥,2015,5종,132808
105,기흥,2015,6종,324513
106,오산,2015,1종,13961853
106,오산,2015,2종,1058673
106,오산,2015,3종,1265593
106,오산,2015,4종,580231
106,오산,2015,5종,393362
106,오산,2015,6종,891024
107,안성,2015,1종,10477069
107,안성,2015,2종,386799
107,안성,2015,3종,650008
107,안성,2015,4종,210531
107,안성,2015,5종,153188
107,안성,2015,6종,687089
108,천안,2015,1종,18135466
108,천안,2015,2종,543466
108,천안,2015,3종,1298764
108,천안,2015,4종,447272
108,천안,2015,5종,366144
108,천안,2015,6종,929809
109,계룡,2015,1종,1610119
109,계룡,2015,2종,110725
109,계룡,2015,3종,128903
109,계룡,2015,4종,106413
109,계룡,2015,5종,56459
109,계룡,2015,6종,96179
110,독립기념관,2015,1종,3897764
110,독립기념관,2015,2종,218932
110,독립기념관,2015,3종,275613
110,독립기념관,2015,4종,236953
110,독립기념관,2015,5종,185840
110,독립기념관,2015,6종,168903
111,청주,2015,1종,5946946
111,청주,2015,2종,240714
111,청주,2015,3종,605798
111,청주,2015,4종,195069
111,청주,2015,5종,229279
111,청주,2015,6종,303559
112,남청주,2015,1종,6121681
112,남청주,2015,2종,478747
112,남청주,2015,3종,478163
112,남청주,2015,4종,577050
112,남청주,2015,5종,499508
112,남청주,2015,6종,284124
113,신탄진,2015,1종,9125401
113,신탄진,2015,2종,499483
113,신탄진,2015,3종,422585
113,신탄진,2015,4종,701318
113,신탄진,2015,5종,610538
113,신탄진,2015,6종,500528
114,남대전,2015,1종,3992928
114,남대전,2015,2종,153083
114,남대전,2015,3종,150002
114,남대전,2015,4종,78914
114,남대전,2015,5종,109286
114,남대전,2015,6종,201444
115,대전,2015,1종,16503802
115,대전,2015,2종,463758
115,대전,2015,3종,983276
115,대전,2015,4종,204776
115,대전,2015,5종,179999
115,대전,2015,6종,910916
116,옥천,2015,1종,4709909
116,옥천,2015,2종,252179
116,옥천,2015,3종,253146
116,옥천,2015,4종,440492
116,옥천,2015,5종,264114
116,옥천,2015,6종,277233
117,금강,2015,1종,524397
117,금강,2015,2종,19797
117,금강,2015,3종,18729
117,금강,2015,4종,44761
