영업소코드,영업소명,연월,차종,교통량
11,인천,2017-01,1종,3713500
11,인천,2017-01,2종,105613
11,인천,2017-01,3종,76454
11,인천,2017-01,4종,59608
11,인천,2017-01,5종,138307
11,인천,2017-01,6종,321688
12,서영암(개),2017-01,1종,49669
12,서영암(개),2017-01,2종,798
12,서영암(개),2017-01,3종,946
12,서영암(개),2017-01,4종,808
12,서영암(개),2017-01,5종,765
12,서영암(개),2017-01,6종,2320
13,순천만,2017-01,1종,133457
13,순천만,2017-01,2종,3754
13,순천만,2017-01,3종,3296
13,순천만,2017-01,4종,3297
13,순천만,2017-01,5종,7897
13,순천만,2017-01,6종,6337
25,동부산,2017-01,1종,186134
25,동부산,2017-01,2종,1307
25,동부산,2017-01,3종,2036
25,동부산,2017-01,4종,633
25,동부산,2017-01,5종,1381
25,동부산,2017-01,6종,8037
29,가락(개),2017-01,1종,770919
29,가락(개),2017-01,2종,19954
29,가락(개),2017-01,3종,20310
29,가락(개),2017-01,4종,19860
29,가락(개),2017-01,5종,108734
29,가락(개),2017-01,6종,60631
53,남인천,2017-01,1종,1870767
53,남인천,2017-01,2종,40746
53,남인천,2017-01,3종,57298
53,남인천,2017-01,4종,19506
53,남인천,2017-01,5종,51663
53,남인천,2017-01,6종,154420
56,일로,2017-01,1종,41527
56,일로,2017-01,2종,2217
56,일로,2017-01,3종,779
56,일로,2017-01,4종,720
56,일로,2017-01,5종,896
56,일로,2017-01,6종,2294
61,성남,2017-01,1종,3848954
61,성남,2017-01,2종,137240
61,성남,2017-01,3종,137472
61,성남,2017-01,4종,92370
61,성남,2017-01,5종,90613
61,성남,2017-01,6종,263173
62,구리남양주,2017-01,1종,5068470
62,구리남양주,2017-01,2종,176672
62,구리남양주,2017-01,3종,171234
62,구리남양주,2017-01,4종,138020
62,구리남양주,2017-01,5종,122140
62,구리남양주,2017-01,6종,370925
63,토평,2017-01,1종,402674
63,토평,2017-01,2종,10987
63,토평,2017-01,3종,6209
63,토평,2017-01,4종,11415
63,토평,2017-01,5종,9133
63,토평,2017-01,6종,33256
64,청계,2017-01,1종,4476539
64,청계,2017-01,2종,123931
64,청계,2017-01,3종,140209
64,청계,2017-01,4종,50246
64,청계,2017-01,5종,71835
64,청계,2017-01,6종,322309
65,판교,2017-01,1종,2846032
65,판교,2017-01,2종,35811
65,판교,2017-01,3종,164726
65,판교,2017-01,4종,12956
65,판교,2017-01,5종,12072
65,판교,2017-01,6종,161504
66,하남,2017-01,1종,867450
66,하남,2017-01,2종,25123
66,하남,2017-01,3종,14606
66,하남,2017-01,4종,7998
66,하남,2017-01,5종,25897
66,하남,2017-01,6종,65835
67,시흥,2017-01,1종,3848401
67,시흥,2017-01,2종,112579
67,시흥,2017-01,3종,116715
67,시흥,2017-01,4종,82504
67,시흥,2017-01,5종,88747
67,시흥,2017-01,6종,279132
68,김포,2017-01,1종,4572695
68,김포,2017-01,2종,152461
68,김포,2017-01,3종,135597
68,김포,2017-01,4종,83621
68,김포,2017-01,5종,126457
68,김포,2017-01,6종,353862
69,대왕판교,2017-01,1종,244862
69,대왕판교,2017-01,2종,2137
69,대왕판교,2017-01,3종,95
69,대왕판교,2017-01,4종,46
69,대왕판교,2017-01,5종,10
69,대왕판교,2017-01,6종,13853
74,덕소삼패,2017-01,1종,325257
74,덕소삼패,2017-01,2종,6419
74,덕소삼패,2017-01,3종,4914
74,덕소삼패,2017-01,4종,6342
74,덕소삼패,2017-01,5종,16339
74,덕소삼패,2017-01,6종,27759
91,대동(개),2017-01,1종,123821
91,대동(개),2017-01,2종,8265
91,대동(개),2017-01,3종,5022
91,대동(개),2017-01,4종,23758
91,대동(개),2017-01,5종,11518
91,대동(개),2017-01,6종,8461
92,내서,2017-01,1종,204020
92,내서,2017-01,2종,6359
92,내서,2017-01,3종,10210
92,내서,2017-01,4종,4006
92,내서,2017-01,5종,7512
92,내서,2017-01,6종,17128
101,서울,2017-01,1종,5089976
101,서울,2017-01,2종,161304
101,서울,2017-01,3종,558041
101,서울,2017-01,4종,103109
101,서울,2017-01,5종,57555
101,서울,2017-01,6종,245996
102,동수원,2017-01,1종,2191234
102,동수원,2017-01,2종,35053
102,동수원,2017-01,3종,80655
102,동수원,2017-01,4종,19320
102,동수원,2017-01,5종,24440
102,동수원,2017-01,6종,133619
103,수원신갈,2017-01,1종,2320610
103,수원신갈,2017-01,2종,89121
103,수원신갈,2017-01,3종,152376
103,수원신갈,2017-01,4종,45274
103,수원신갈,2017-01,5종,27742
103,수원신갈,2017-01,6종,132766
104,지곡,2017-01,1종,46993
104,지곡,2017-01,2종,1059
104,지곡,2017-01,3종,1971
104,지곡,2017-01,4종,2132
104,지곡,2017-01,5종,1851
104,지곡,2017-01,6종,1506
105,기흥,2017-01,1종,533791
105,기흥,2017-01,2종,22859
105,기흥,2017-01,3종,21150
105,기흥,2017-01,4종,11435
105,기흥,2017-01,5종,10071
105,기흥,2017-01,6종,34567
106,오산,2017-01,1종,1160622
106,오산,2017-01,2종,75595
106,오산,2017-01,3종,96059
106,오산,2017-01,4종,56630
106,오산,2017-01,5종,33378
106,오산,2017-01,6종,71226
107,안성,2017-01,1종,911196
107,안성,2017-01,2종,28352
