영업소코드,영업소명,연도,차종,교통량
11,인천,2004,1종,34553761
11,인천,2004,2종,1796052
11,인천,2004,3종,453907
11,인천,2004,4종,560201
11,인천,2004,5종,1173931
11,인천,2004,6종,2022386
22,,2004,1종,4717053
22,,2004,2종,251176
22,,2004,3종,210609
22,,2004,4종,92263
22,,2004,5종,236045
22,,2004,6종,207605
53,남인천,2004,1종,18049283
53,남인천,2004,2종,955671
53,남인천,2004,3종,274810
53,남인천,2004,4종,235155
53,남인천,2004,5종,815590
53,남인천,2004,6종,944369
56,일로,2004,1종,211231
56,일로,2004,2종,11685
56,일로,2004,3종,975
56,일로,2004,4종,2803
56,일로,2004,5종,3537
56,일로,2004,6종,11793
61,성남,2004,1종,32321668
61,성남,2004,2종,2390000
61,성남,2004,3종,820570
61,성남,2004,4종,389846
61,성남,2004,5종,629904
61,성남,2004,6종,1369977
62,구리남양주,2004,1종,40719012
62,구리남양주,2004,2종,3017566
62,구리남양주,2004,3종,719982
62,구리남양주,2004,4종,650975
62,구리남양주,2004,5종,829423
62,구리남양주,2004,6종,1777235
63,토평,2004,1종,5282603
63,토평,2004,2종,252816
63,토평,2004,3종,30607
63,토평,2004,4종,60227
63,토평,2004,5종,166139
63,토평,2004,6종,241581
64,청계,2004,1종,43914986
64,청계,2004,2종,2636316
64,청계,2004,3종,823966
64,청계,2004,4종,350257
64,청계,2004,5종,785673
64,청계,2004,6종,2022077
65,판교,2004,1종,24446336
65,판교,2004,2종,683440
65,판교,2004,3종,1067810
65,판교,2004,4종,215577
65,판교,2004,5종,129875
65,판교,2004,6종,884615
66,하남,2004,1종,5576535
66,하남,2004,2종,373942
66,하남,2004,3종,150585
66,하남,2004,4종,107384
66,하남,2004,5종,107949
66,하남,2004,6종,216404
67,시흥,2004,1종,37323028
67,시흥,2004,2종,2531487
67,시흥,2004,3종,764626
67,시흥,2004,4종,496480
67,시흥,2004,5종,590157
67,시흥,2004,6종,1633883
68,김포,2004,1종,38251283
68,김포,2004,2종,2714645
68,김포,2004,3종,417824
68,김포,2004,4종,425240
68,김포,2004,5종,926276
68,김포,2004,6종,1744804
91,대동(개),2004,1종,1575728
91,대동(개),2004,2종,182596
91,대동(개),2004,3종,10161
91,대동(개),2004,4종,437950
91,대동(개),2004,5종,234376
91,대동(개),2004,6종,92783
92,내서,2004,1종,431942
92,내서,2004,2종,17187
92,내서,2004,3종,2756
92,내서,2004,4종,4719
92,내서,2004,5종,8656
92,내서,2004,6종,41062
101,서울,2004,1종,54580641
101,서울,2004,2종,3431507
101,서울,2004,3종,4140904
101,서울,2004,4종,627249
101,서울,2004,5종,548608
101,서울,2004,6종,1937278
102,동수원,2004,1종,19437262
102,동수원,2004,2종,830705
102,동수원,2004,3종,619988
102,동수원,2004,4종,177994
102,동수원,2004,5종,256513
102,동수원,2004,6종,893486
103,수원신갈,2004,1종,22012545
103,수원신갈,2004,2종,1584613
103,수원신갈,2004,3종,925035
103,수원신갈,2004,4종,326401
103,수원신갈,2004,5종,336759
103,수원신갈,2004,6종,1047190
104,지곡,2004,1종,383303
104,지곡,2004,2종,35875
104,지곡,2004,3종,11623
104,지곡,2004,4종,7893
104,지곡,2004,5종,19503
104,지곡,2004,6종,13054
105,기흥,2004,1종,9511172
105,기흥,2004,2종,918457
105,기흥,2004,3종,268864
105,기흥,2004,4종,182099
105,기흥,2004,5종,262097
105,기흥,2004,6종,365206
106,오산,2004,1종,11604526
106,오산,2004,2종,1391540
106,오산,2004,3종,556765
106,오산,2004,4종,300374
106,오산,2004,5종,354012
106,오산,2004,6종,470925
107,안성,2004,1종,10461252
107,안성,2004,2종,1129705
107,안성,2004,3종,512338
107,안성,2004,4종,258371
107,안성,2004,5종,365864
107,안성,2004,6종,391911
108,천안,2004,1종,13075888
108,천안,2004,2종,984336
108,천안,2004,3종,730992
108,천안,2004,4종,283815
108,천안,2004,5종,342159
108,천안,2004,6종,452084
109,계룡,2004,1종,1438327
109,계룡,2004,2종,157927
109,계룡,2004,3종,91644
109,계룡,2004,4종,87510
109,계룡,2004,5종,38152
109,계룡,2004,6종,63460
110,독립기념관,2004,1종,3059446
110,독립기념관,2004,2종,445522
110,독립기념관,2004,3종,167962
110,독립기념관,2004,4종,162156
110,독립기념관,2004,5종,191271
110,독립기념관,2004,6종,92129
111,청주,2004,1종,5470430
111,청주,2004,2종,488416
111,청주,2004,3종,420861
111,청주,2004,4종,139039
111,청주,2004,5종,202721
111,청주,2004,6종,187486
112,남청주,2004,1종,4707678
112,남청주,2004,2종,751765
112,남청주,2004,3종,296885
112,남청주,2004,4종,345173
112,남청주,2004,5종,370347
112,남청주,2004,6종,168711
113,신탄진,2004,1종,4915471
113,신탄진,2004,2종,745127
113,신탄진,2004,3종,166499
113,신탄진,2004,4종,355059
113,신탄진,2004,5종,434542
113,신탄진,2004,6종,174484
114,남대전,2004,1종,2720259
114,남대전,2004,2종,144109
114,남대전,2004,3종,37201
114,남대전,2004,4종,30140
114,남대전,2004,5종,55306
114,남대전,2004,6종,117094
115,대전,2004,1종,12735517
115,대전,2004,2종,747861
115,대전,2004,3종,803691
115,대전,2004,4종,174540
115,대전,2004,5종,240274
115,대전,2004,6종,521360
116,옥천,2004,1종,4186143
116,옥천,2004,2종,444749
116,옥천,2004,3종,90901
116,옥천,2004,4종,137226
116,옥천,2004,5종,143776
116,옥천,2004,6종,180817
