영업소코드,영업소명,연도,차종,교통량
11,인천,2010,1종,39311716
11,인천,2010,2종,1529375
11,인천,2010,3종,836145
11,인천,2010,4종,672243
11,인천,2010,5종,1510724
11,인천,2010,6종,2904062
53,남인천,2010,1종,20477590
53,남인천,2010,2종,638874
53,남인천,2010,3종,756196
53,남인천,2010,4종,250854
53,남인천,2010,5종,762832
53,남인천,2010,6종,1349969
56,일로,2010,1종,295339
56,일로,2010,2종,9421
56,일로,2010,3종,5887
56,일로,2010,4종,2807
56,일로,2010,5종,7617
56,일로,2010,6종,14174
61,성남,2010,1종,39889602
61,성남,2010,2종,1971611
61,성남,2010,3종,1560081
61,성남,2010,4종,607707
61,성남,2010,5종,674113
61,성남,2010,6종,2146179
62,구리남양주,2010,1종,52303112
62,구리남양주,2010,2종,2733373
62,구리남양주,2010,3종,1730185
62,구리남양주,2010,4종,922352
62,구리남양주,2010,5종,917123
62,구리남양주,2010,6종,2891474
63,토평,2010,1종,4899519
63,토평,2010,2종,216867
63,토평,2010,3종,81038
63,토평,2010,4종,67092
63,토평,2010,5종,98566
63,토평,2010,6종,277101
64,청계,2010,1종,47914748
64,청계,2010,2종,2039348
64,청계,2010,3종,1562863
64,청계,2010,4종,452097
64,청계,2010,5종,902338
64,청계,2010,6종,2854253
65,판교,2010,1종,29046273
65,판교,2010,2종,585866
65,판교,2010,3종,1885546
65,판교,2010,4종,246222
65,판교,2010,5종,183632
65,판교,2010,6종,1294990
66,하남,2010,1종,7827123
66,하남,2010,2종,308402
66,하남,2010,3종,138611
66,하남,2010,4종,68113
66,하남,2010,5종,82176
66,하남,2010,6종,418040
67,시흥,2010,1종,40606801
67,시흥,2010,2종,1873438
67,시흥,2010,3종,1222668
67,시흥,2010,4종,708488
67,시흥,2010,5종,927307
67,시흥,2010,6종,2480228
68,김포,2010,1종,47831566
68,김포,2010,2종,2427402
68,김포,2010,3종,1173676
68,김포,2010,4종,764723
68,김포,2010,5종,1312306
68,김포,2010,6종,2977154
69,대왕판교,2010,1종,2232809
69,대왕판교,2010,2종,13199
69,대왕판교,2010,3종,3487
69,대왕판교,2010,4종,622
69,대왕판교,2010,5종,127
69,대왕판교,2010,6종,109681
74,덕소삼패,2010,1종,2378810
74,덕소삼패,2010,2종,66305
74,덕소삼패,2010,3종,27960
74,덕소삼패,2010,4종,29950
74,덕소삼패,2010,5종,69432
74,덕소삼패,2010,6종,140435
91,대동(개),2010,1종,1681008
91,대동(개),2010,2종,133669
91,대동(개),2010,3종,43371
91,대동(개),2010,4종,173118
91,대동(개),2010,5종,71603
91,대동(개),2010,6종,101455
92,내서,2010,1종,3177487
92,내서,2010,2종,152244
92,내서,2010,3종,113877
92,내서,2010,4종,38550
92,내서,2010,5종,79806
92,내서,2010,6종,242761
101,서울,2010,1종,50826314
101,서울,2010,2종,2277169
101,서울,2010,3종,5598535
101,서울,2010,4종,834360
101,서울,2010,5종,530236
101,서울,2010,6종,1992866
102,동수원,2010,1종,19395032
102,동수원,2010,2종,490003
102,동수원,2010,3종,808029
102,동수원,2010,4종,246510
102,동수원,2010,5종,440247
102,동수원,2010,6종,981884
103,수원신갈,2010,1종,23574353
103,수원신갈,2010,2종,1124534
103,수원신갈,2010,3종,1462535
103,수원신갈,2010,4종,358831
103,수원신갈,2010,5종,293743
103,수원신갈,2010,6종,1123285
104,지곡,2010,1종,418288
104,지곡,2010,2종,22474
104,지곡,2010,3종,19752
104,지곡,2010,4종,12844
104,지곡,2010,5종,24843
104,지곡,2010,6종,15562
105,기흥,2010,1종,4146893
105,기흥,2010,2종,433288
105,기흥,2010,3종,196519
105,기흥,2010,4종,114332
105,기흥,2010,5종,117248
105,기흥,2010,6종,196547
106,오산,2010,1종,11425459
106,오산,2010,2종,927482
106,오산,2010,3종,805193
106,오산,2010,4종,383272
106,오산,2010,5종,285116
106,오산,2010,6종,567052
107,안성,2010,1종,9172999
107,안성,2010,2종,555127
107,안성,2010,3종,633913
107,안성,2010,4종,222875
107,안성,2010,5종,201461
107,안성,2010,6종,444234
108,천안,2010,1종,14332075
108,천안,2010,2종,746932
108,천안,2010,3종,1049927
108,천안,2010,4종,510739
108,천안,2010,5종,482069
108,천안,2010,6종,573337
109,계룡,2010,1종,1652693
109,계룡,2010,2종,124408
109,계룡,2010,3종,102586
109,계룡,2010,4종,69618
109,계룡,2010,5종,50279
109,계룡,2010,6종,91706
110,독립기념관,2010,1종,3541879
110,독립기념관,2010,2종,329540
110,독립기념관,2010,3종,271022
110,독립기념관,2010,4종,296486
110,독립기념관,2010,5종,230190
110,독립기념관,2010,6종,126810
111,청주,2010,1종,4806270
111,청주,2010,2종,266799
111,청주,2010,3종,499038
111,청주,2010,4종,135298
111,청주,2010,5종,200055
111,청주,2010,6종,191866
112,남청주,2010,1종,5029431
112,남청주,2010,2종,499278
112,남청주,2010,3종,362355
112,남청주,2010,4종,417120
112,남청주,2010,5종,443728
112,남청주,2010,6종,196448
113,신탄진,2010,1종,7593356
113,신탄진,2010,2종,672359
113,신탄진,2010,3종,312454
113,신탄진,2010,4종,489306
113,신탄진,2010,5종,499733
113,신탄진,2010,6종,331595
114,남대전,2010,1종,2824711
114,남대전,2010,2종,150367
114,남대전,2010,3종,80405
114,남대전,2010,4종,52926
114,남대전,2010,5종,90245
114,남대전,2010,6종,124231
115,대전,2010,1종,13438309
115,대전,2010,2종,522508
115,대전,2010,3종,865087
115,대전,2010,4종,188685
115,대전,2010,5종,224495
115,대전,2010,6종,589766
116,옥천,2010,1종,3711942
116,옥천,2010,2종,330551
116,옥천,2010,3종,142135
116,옥천,2010,4종,340801
116,옥천,2010,5종,139893
116,옥천,2010,6종,178355
117,금강,2010,1종,459526
117,금강,2010,2종,20680
117,금강,2010,3종,7978
117,금강,2010,4종,29374
117,금강,2010,5종,9033
117,금강,2010,6종,23927
118,영동,2010,1종,1002222
118,영동,2010,2종,70485
118,영동,2010,3종,40734
118,영동,2010,4종,31869
118,영동,2010,5종,68179
118,영동,2010,6종,38097
119,판암,2010,1종,4679063
119,판암,2010,2종,179174
119,판암,2010,3종,77491
119,판암,2010,4종,76346
119,판암,2010,5종,108226
119,판암,2010,6종,245889
120,황간,2010,1종,823802
120,황간,2010,2종,41493
120,황간,2010,3종,43971
120,황간,2010,4종,47066
120,황간,2010,5종,42778
120,황간,2010,6종,28225
121,추풍령,2010,1종,452687
121,추풍령,2010,2종,23581
121,추풍령,2010,3종,14789
121,추풍령,2010,4종,12848
121,추풍령,2010,5종,15892
121,추풍령,2010,6종,21063
122,김천,2010,1종,2752242
122,김천,2010,2종,161847
122,김천,2010,3종,128249
122,김천,2010,4종,114397
