영업소코드,영업소명,연도,차종,교통량
11,인천,2018,1종,46360559
11,인천,2018,2종,1262385
11,인천,2018,3종,915246
11,인천,2018,4종,765197
11,인천,2018,5종,1867697
11,인천,2018,6종,3890050
12,서영암(개),2018,1종,676240
12,서영암(개),2018,2종,11279
12,서영암(개),2018,3종,13913
12,서영암(개),2018,4종,11619
12,서영암(개),2018,5종,18877
12,서영암(개),2018,6종,33653
13,순천만,2018,1종,1876739
13,순천만,2018,2종,54868
13,순천만,2018,3종,58654
13,순천만,2018,4종,37524
13,순천만,2018,5종,114081
13,순천만,2018,6종,82546
25,동부산,2018,1종,3827586
25,동부산,2018,2종,29766
25,동부산,2018,3종,43908
25,동부산,2018,4종,18153
25,동부산,2018,5종,33510
25,동부산,2018,6종,129249
29,가락(개),2018,1종,9927071
29,가락(개),2018,2종,247581
29,가락(개),2018,3종,255295
29,가락(개),2018,4종,248833
29,가락(개),2018,5종,1389950
29,가락(개),2018,6종,759538
53,남인천,2018,1종,25794888
53,남인천,2018,2종,600984
53,남인천,2018,3종,794637
53,남인천,2018,4종,334312
53,남인천,2018,5종,725698
53,남인천,2018,6종,2009387
56,일로,2018,1종,533418
56,일로,2018,2종,27175
56,일로,2018,3종,12266
56,일로,2018,4종,14846
56,일로,2018,5종,96694
56,일로,2018,6종,31046
61,성남,2018,1종,52897684
61,성남,2018,2종,1819523
61,성남,2018,3종,1861015
61,성남,2018,4종,1320113
61,성남,2018,5종,1214407
61,성남,2018,6종,3476486
62,구리남양주,2018,1종,59137057
62,구리남양주,2018,2종,2073347
62,구리남양주,2018,3종,2061379
62,구리남양주,2018,4종,1859142
62,구리남양주,2018,5종,1398621
62,구리남양주,2018,6종,4152700
63,토평,2018,1종,6560304
63,토평,2018,2종,233931
63,토평,2018,3종,162669
63,토평,2018,4종,171995
63,토평,2018,5종,207244
63,토평,2018,6종,487186
64,청계,2018,1종,51776748
64,청계,2018,2종,1403481
64,청계,2018,3종,1574439
64,청계,2018,4종,659844
64,청계,2018,5종,938604
64,청계,2018,6종,3581851
65,판교,2018,1종,32089892
65,판교,2018,2종,399065
65,판교,2018,3종,1769309
65,판교,2018,4종,131101
65,판교,2018,5종,168083
65,판교,2018,6종,1684662
66,하남,2018,1종,10843155
66,하남,2018,2종,302637
66,하남,2018,3종,173880
66,하남,2018,4종,116861
66,하남,2018,5종,179597
66,하남,2018,6종,769166
67,시흥,2018,1종,48678991
67,시흥,2018,2종,1367777
67,시흥,2018,3종,1452446
67,시흥,2018,4종,1038792
67,시흥,2018,5종,1144770
67,시흥,2018,6종,3356033
68,김포,2018,1종,57638221
68,김포,2018,2종,1755902
68,김포,2018,3종,1615451
68,김포,2018,4종,1040123
68,김포,2018,5종,1676328
68,김포,2018,6종,4344615
69,대왕판교,2018,1종,2822242
69,대왕판교,2018,2종,26703
69,대왕판교,2018,3종,1340
69,대왕판교,2018,4종,454
69,대왕판교,2018,5종,387
69,대왕판교,2018,6종,139995
74,덕소삼패,2018,1종,4480117
74,덕소삼패,2018,2종,93582
74,덕소삼패,2018,3종,69336
74,덕소삼패,2018,4종,141587
74,덕소삼패,2018,5종,212768
74,덕소삼패,2018,6종,373621
91,대동(개),2018,1종,1335763
91,대동(개),2018,2종,85446
91,대동(개),2018,3종,58753
91,대동(개),2018,4종,262157
91,대동(개),2018,5종,129262
91,대동(개),2018,6종,84652
92,내서,2018,1종,2593965
92,내서,2018,2종,82046
92,내서,2018,3종,135142
92,내서,2018,4종,51734
92,내서,2018,5종,106441
92,내서,2018,6종,215008
101,서울,2018,1종,63998120
101,서울,2018,2종,1997354
101,서울,2018,3종,6842623
101,서울,2018,4종,1387971
101,서울,2018,5종,804871
101,서울,2018,6종,3003765
102,동수원,2018,1종,29204814
102,동수원,2018,2종,459185
102,동수원,2018,3종,1015030
102,동수원,2018,4종,185056
102,동수원,2018,5종,344866
102,동수원,2018,6종,1699235
103,수원신갈,2018,1종,30103568
103,수원신갈,2018,2종,1143795
103,수원신갈,2018,3종,1914521
103,수원신갈,2018,4종,665303
103,수원신갈,2018,5종,456127
103,수원신갈,2018,6종,1606427
104,지곡,2018,1종,524889
104,지곡,2018,2종,15845
104,지곡,2018,3종,30232
104,지곡,2018,4종,31560
104,지곡,2018,5종,38166
104,지곡,2018,6종,16319
105,기흥,2018,1종,8850273
105,기흥,2018,2종,262143
105,기흥,2018,3종,301160
105,기흥,2018,4종,135726
105,기흥,2018,5종,118047
105,기흥,2018,6종,517897
106,오산,2018,1종,14766537
106,오산,2018,2종,934616
106,오산,2018,3종,1200813
106,오산,2018,4종,768936
106,오산,2018,5종,446417
106,오산,2018,6종,877906
107,안성,2018,1종,11998905
107,안성,2018,2종,353364
107,안성,2018,3종,648752
107,안성,2018,4종,231608
107,안성,2018,5종,193850
107,안성,2018,6종,779695
108,천안,2018,1종,18261861
108,천안,2018,2종,434605
108,천안,2018,3종,1201533
108,천안,2018,4종,437371
108,천안,2018,5종,414560
108,천안,2018,6종,916433
109,계룡,2018,1종,1535889
109,계룡,2018,2종,112444
109,계룡,2018,3종,119264
109,계룡,2018,4종,143628
109,계룡,2018,5종,76290
109,계룡,2018,6종,90963
110,독립기념관,2018,1종,3993059
110,독립기념관,2018,2종,173193
110,독립기념관,2018,3종,274871
110,독립기념관,2018,4종,243743
110,독립기념관,2018,5종,206000
110,독립기념관,2018,6종,165814
111,청주,2018,1종,5958690
111,청주,2018,2종,174922
111,청주,2018,3종,610633
111,청주,2018,4종,224771
111,청주,2018,5종,239818
111,청주,2018,6종,267216
112,남청주,2018,1종,6095955
112,남청주,2018,2종,437805
112,남청주,2018,3종,415962
112,남청주,2018,4종,515045
112,남청주,2018,5종,533079
112,남청주,2018,6종,242039
113,신탄진,2018,1종,8753409
113,신탄진,2018,2종,376375
113,신탄진,2018,3종,387986
113,신탄진,2018,4종,634812
113,신탄진,2018,5종,685554
113,신탄진,2018,6종,443156
114,남대전,2018,1종,4505068
114,남대전,2018,2종,158937
114,남대전,2018,3종,171604
114,남대전,2018,4종,175982
114,남대전,2018,5종,132290
114,남대전,2018,6종,224736
115,대전,2018,1종,15696236
115,대전,2018,2종,408247
115,대전,2018,3종,910311
115,대전,2018,4종,206861
115,대전,2018,5종,172746
115,대전,2018,6종,841345
116,옥천,2018,1종,5106475
116,옥천,2018,2종,221778
116,옥천,2018,3종,247832
116,옥천,2018,4종,433741
116,옥천,2018,5종,335428
116,옥천,2018,6종,279803
117,금강,2018,1종,539306
117,금강,2018,2종,11627
117,금강,2018,3종,15240
117,금강,2018,4종,48967
117,금강,2018,5종,16386
117,금강,2018,6종,26717
118,영동,2018,1종,1110647
118,영동,2018,2종,39088
118,영동,2018,3종,53895
118,영동,2018,4종,40159
118,영동,2018,5종,75860
118,영동,2018,6종,45335
119,판암,2018,1종,6458753
119,판암,2018,2종,168656
119,판암,2018,3종,146304
119,판암,2018,4종,80705
119,판암,2018,5종,117840
119,판암,2018,6종,367333
120,황간,2018,1종,1059573
120,황간,2018,2종,28946
120,황간,2018,3종,48705
120,황간,2018,4종,53943
120,황간,2018,5종,87069
120,황간,2018,6종,39734
121,추풍령,2018,1종,561168
121,추풍령,2018,2종,15209
121,추풍령,2018,3종,24538
121,추풍령,2018,4종,20513
121,추풍령,2018,5종,21986
121,추풍령,2018,6종,27520
122,김천,2018,1종,2561835
122,김천,2018,2종,69440
